# NO SAMPLE -ONE ARM SCANS
 SAMPLE
SAMPLE-- ONE ARM SCANS
FTS 95 GHz source w/rect feedhorn, rect feedhorn on detect.

SAMPLE: 603-604 etalon with a 3" spacing. mm/sec requested to 2.00. Y polarization

mode A', filter in front of detector feedhorn

phased up before 20160714_015

Note starting 20160713.020 -- peaked up detector on moving arm, then blocked 
moving arm and unblocked fixed arm, and confirmed mirror was optimally aligned
with detector feed

NOTE: 4" fixed-arm and 5" system apertures were swapped by Albert few days ago; 
KLT found that 5" stop was low, both were off-axis; 
SO -- put both on-axis, proper height (nom 10.9" above table, centered on the 
appropriate dashed lines on table, not centered on moving mirror)

also note that aluminum tape was put over backside of 4" stop 






1111 2455554100.000000 380.356000 9.22387e-005
1112 2455554180.000000 380.509000 9.22089e-005
1113 2455554260.000000 380.664500 9.21194e-005
1114 2455554340.000000 380.820500 9.21194e-005
1115 2455554420.000000 380.977000 9.21194e-005
1116 2455554500.000000 381.132500 9.20896e-005
1117 2455554580.000000 381.289500 9.20896e-005
1118 2455554660.000000 381.440000 9.21492e-005
1119 2455554740.000000 381.598000 9.2179e-005
1120 2455554820.000000 381.753000 9.21492e-005
1121 2455554900.000000 381.904500 9.22387e-005
1122 2455554980.000000 382.058500 9.21194e-005
1123 2455555060.000000 382.216500 9.21194e-005
1124 2455555140.000000 382.373000 9.21194e-005
1125 2455555220.000000 382.528000 9.203e-005
1126 2455555300.000000 382.680000 9.20598e-005
1127 2455555380.000000 382.840000 9.20598e-005
1128 2455555460.000000 382.992000 9.21492e-005
1129 2455555540.000000 383.149000 9.20896e-005
1130 2455555620.000000 383.305000 9.20896e-005
1131 2455555700.000000 383.457500 9.21492e-005
1132 2455555780.000000 383.612500 9.21492e-005
1133 2455555860.000000 383.769000 9.21194e-005
1134 2455555940.000000 383.921500 9.20598e-005
1135 2455556020.000000 384.080500 9.19704e-005
1136 2455556100.000000 384.231000 9.20002e-005
1137 2455556180.000000 384.388000 9.20002e-005
1138 2455556260.000000 384.542000 9.203e-005
1139 2455556340.000000 384.698000 9.20598e-005
1140 2455556420.000000 384.854000 9.203e-005
1141 2455556500.000000 385.009000 9.20598e-005
1142 2455556580.000000 385.163000 9.20896e-005
1143 2455556660.000000 385.322500 9.20598e-005
1144 2455556740.000000 385.474000 9.203e-005
1145 2455556820.000000 385.631000 9.19704e-005
1146 2455556900.000000 385.786500 9.20002e-005
1147 2455556980.000000 385.942000 9.19704e-005
1148 2455557060.000000 386.098000 9.20002e-005
1149 2455557140.000000 386.249500 9.19704e-005
1150 2455557220.000000 386.408000 9.20002e-005
1151 2455557300.000000 386.560500 9.19704e-005
1152 2455557380.000000 386.716000 9.19704e-005
1153 2455557460.000000 386.870500 9.19406e-005
1154 2455557540.000000 387.025000 9.19704e-005
1155 2455557620.000000 387.179500 9.19406e-005
1156 2455557700.000000 387.338500 9.19704e-005
1157 2455557780.000000 387.491500 9.19406e-005
1158 2455557860.000000 387.649000 9.19406e-005
1159 2455557940.000000 387.802500 9.19108e-005
1160 2455558020.000000 387.960500 9.18512e-005
1161 2455558100.000000 388.113000 9.19406e-005
1162 2455558180.000000 388.268500 9.18512e-005
1163 2455558260.000000 388.423000 9.19406e-005
1164 2455558340.000000 388.579000 9.19704e-005
1165 2455558420.000000 388.733000 9.19406e-005
1166 2455558500.000000 388.890000 9.19704e-005
1167 2455558580.000000 389.041500 9.19406e-005
1168 2455558660.000000 389.199500 9.18214e-005
1169 2455558740.000000 389.351500 9.1881e-005
1170 2455558820.000000 389.508000 9.18512e-005
1171 2455558900.000000 389.664000 9.18512e-005
1172 2455558980.000000 389.818000 9.18214e-005
1173 2455559060.000000 389.975500 9.18512e-005
1174 2455559140.000000 390.131500 9.1881e-005
1175 2455559220.000000 390.288000 9.19406e-005
1176 2455559300.000000 390.444000 9.19108e-005
1177 2455559380.000000 390.594500 9.19108e-005
1178 2455559460.000000 390.752500 9.18214e-005
1179 2455559540.000000 390.903500 9.17916e-005
1180 2455559620.000000 391.059000 9.1732e-005
1181 2455559700.000000 391.216000 9.16724e-005
1182 2455559780.000000 391.372500 9.1732e-005
1183 2455559860.000000 391.525500 9.17916e-005
1184 2455559940.000000 391.682500 9.18214e-005
1185 2455560020.000000 391.836500 9.19108e-005
1186 2455560100.000000 391.994500 9.19406e-005
1187 2455560180.000000 392.146000 9.19406e-005
1188 2455560260.000000 392.300500 9.18512e-005
1189 2455560340.000000 392.456000 9.18214e-005
1190 2455560420.000000 392.613500 9.16724e-005
1191 2455560500.000000 392.768500 9.16426e-005
1192 2455560580.000000 392.923500 9.16724e-005
1193 2455560660.000000 393.077000 9.17022e-005
1194 2455560740.000000 393.235000 9.1732e-005
1195 2455560820.000000 393.387000 9.19108e-005
1196 2455560900.000000 393.544500 9.18512e-005
1197 2455560980.000000 393.698500 9.19108e-005
1198 2455561060.000000 393.853500 9.18214e-005
1199 2455561140.000000 394.008500 9.17022e-005
1200 2455561220.000000 394.164500 9.16128e-005
1201 2455561300.000000 394.317000 9.14936e-005
1202 2455561380.000000 394.474500 9.15234e-005
1203 2455561460.000000 394.628000 9.1583e-005
1204 2455561540.000000 394.784000 9.1732e-005
1205 2455561620.000000 394.942000 9.17916e-005
1206 2455561700.000000 395.095000 9.19108e-005
1207 2455561780.000000 395.252500 9.19406e-005
1208 2455561860.000000 395.405000 9.17916e-005
1209 2455561940.000000 395.564000 9.17022e-005
1210 2455562020.000000 395.716500 9.15532e-005
1211 2455562100.000000 395.871000 9.1434e-005
1212 2455562180.000000 396.026000 9.14042e-005
1213 2455562260.000000 396.182500 9.1434e-005
1214 2455562340.000000 396.340000 9.16128e-005
1215 2455562420.000000 396.494000 9.1732e-005
1216 2455562500.000000 396.648000 9.19108e-005
1217 2455562580.000000 396.804000 9.19108e-005
1218 2455562660.000000 396.959500 9.17618e-005
1219 2455562740.000000 397.112000 9.16426e-005
1220 2455562820.000000 397.268500 9.1434e-005
1221 2455562900.000000 397.421000 9.13446e-005
1222 2455562980.000000 397.580000 9.13744e-005
1223 2455563060.000000 397.733500 9.13148e-005
1224 2455563140.000000 397.890500 9.14936e-005
1225 2455563220.000000 398.044500 9.16724e-005
1226 2455563300.000000 398.196500 9.18214e-005
1227 2455563380.000000 398.354000 9.18512e-005
1228 2455563460.000000 398.505500 9.17916e-005
1229 2455563540.000000 398.662000 9.16426e-005
1230 2455563620.000000 398.818000 9.14042e-005
1231 2455563700.000000 398.969500 9.13148e-005
1232 2455563780.000000 399.128500 9.1136e-005
1233 2455563860.000000 399.282000 9.12254e-005
1234 2455563940.000000 399.436500 9.14042e-005
1235 2455564020.000000 399.591000 9.15532e-005
1236 2455564100.000000 399.746000 9.1732e-005
1237 2455564180.000000 399.901500 9.17916e-005
1238 2455564260.000000 400.058500 9.17916e-005
1239 2455564340.000000 400.211000 9.16128e-005
1240 2455564420.000000 400.369500 9.14042e-005
1241 2455564500.000000 400.522500 9.12254e-005
1242 2455564580.000000 400.681000 9.11658e-005
1243 2455564660.000000 400.837500 9.1136e-005
1244 2455564740.000000 400.989500 9.12552e-005
1245 2455564820.000000 401.146500 9.14936e-005
1246 2455564900.000000 401.299500 9.16426e-005
1247 2455564980.000000 401.457000 9.17022e-005
1248 2455565060.000000 401.611500 9.17916e-005
1249 2455565140.000000 401.766500 9.16128e-005
1250 2455565220.000000 401.922000 9.14042e-005
1251 2455565300.000000 402.079000 9.1136e-005
1252 2455565380.000000 402.231000 9.10168e-005
1253 2455565460.000000 402.388000 9.10466e-005
1254 2455565540.000000 402.540500 9.11658e-005
1255 2455565620.000000 402.698000 9.13744e-005
1256 2455565700.000000 402.851000 9.15234e-005
1257 2455565780.000000 403.007500 9.16724e-005
1258 2455565860.000000 403.164500 9.17022e-005
1259 2455565940.000000 403.317500 9.15532e-005
1260 2455566020.000000 403.475500 9.13744e-005
1261 2455566100.000000 403.629500 9.11956e-005
1262 2455566180.000000 403.783500 9.09572e-005
1263 2455566260.000000 403.939500 9.09274e-005
1264 2455566340.000000 404.096000 9.10466e-005
1265 2455566420.000000 404.248000 9.12254e-005
1266 2455566500.000000 404.405000 9.13744e-005
1267 2455566580.000000 404.557500 9.15532e-005
1268 2455566660.000000 404.714000 9.15234e-005
1269 2455566740.000000 404.867000 9.14638e-005
1270 2455566820.000000 405.023000 9.13148e-005
1271 2455566900.000000 405.180000 9.11062e-005
1272 2455566980.000000 405.336500 9.09572e-005
1273 2455567060.000000 405.489000 9.09274e-005
1274 2455567140.000000 405.644000 9.09274e-005
1275 2455567220.000000 405.799000 9.11062e-005
1276 2455567300.000000 405.958500 9.1285e-005
1277 2455567380.000000 406.109000 9.14042e-005
1278 2455567460.000000 406.264000 9.1434e-005
1279 2455567540.000000 406.419500 9.14042e-005
1280 2455567620.000000 406.576500 9.1285e-005
1281 2455567700.000000 406.731500 9.10764e-005
1282 2455567780.000000 406.886500 9.09274e-005
1283 2455567860.000000 407.040000 9.08081e-005
1284 2455567940.000000 407.198500 9.08081e-005
1285 2455568020.000000 407.349000 9.09572e-005
1286 2455568100.000000 407.506000 9.11062e-005
1287 2455568180.000000 407.660000 9.1285e-005
1288 2455568260.000000 407.816000 9.13148e-005
1289 2455568340.000000 407.970000 9.1285e-005
1290 2455568420.000000 408.126000 9.11062e-005
1291 2455568500.000000 408.282000 9.10168e-005
1292 2455568580.000000 408.437500 9.08975e-005
1293 2455568660.000000 408.590000 9.07485e-005
1294 2455568740.000000 408.748000 9.07485e-005
1295 2455568820.000000 408.898500 9.08379e-005
1296 2455568900.000000 409.056500 9.09274e-005
1297 2455568980.000000 409.209500 9.10764e-005
1298 2455569060.000000 409.364500 9.1136e-005
1299 2455569140.000000 409.520000 9.11658e-005
1300 2455569220.000000 409.676000 9.11062e-005
1301 2455569300.000000 409.828500 9.0987e-005
1302 2455569380.000000 409.985500 9.08379e-005
1303 2455569460.000000 410.140500 9.07485e-005
1304 2455569540.000000 410.295500 9.07187e-005
1305 2455569620.000000 410.453000 9.07485e-005
1306 2455569700.000000 410.606500 9.08379e-005
1307 2455569780.000000 410.764000 9.09274e-005
1308 2455569860.000000 410.918000 9.0987e-005
1309 2455569940.000000 411.074500 9.10466e-005
1310 2455570020.000000 411.230000 9.0987e-005
1311 2455570100.000000 411.383000 9.09274e-005
1312 2455570180.000000 411.541000 9.08081e-005
1313 2455570260.000000 411.694500 9.06889e-005
1314 2455570340.000000 411.851500 9.06889e-005
1315 2455570420.000000 412.007500 9.06591e-005
1316 2455570500.000000 412.161500 9.06889e-005
1317 2455570580.000000 412.317000 9.07485e-005
1318 2455570660.000000 412.470500 9.08379e-005
1319 2455570740.000000 412.628500 9.09572e-005
1320 2455570820.000000 412.781000 9.08975e-005
1321 2455570900.000000 412.934500 9.08379e-005
1322 2455570980.000000 413.091000 9.07783e-005
1323 2455571060.000000 413.247500 9.06889e-005
1324 2455571140.000000 413.399500 9.05995e-005
1325 2455571220.000000 413.555500 9.05995e-005
1326 2455571300.000000 413.707500 9.05697e-005
1327 2455571380.000000 413.866500 9.05697e-005
1328 2455571460.000000 414.021000 9.06889e-005
1329 2455571540.000000 414.174500 9.07187e-005
1330 2455571620.000000 414.329500 9.07485e-005
1331 2455571700.000000 414.486500 9.07485e-005
1332 2455571780.000000 414.640500 9.06591e-005
1333 2455571860.000000 414.795500 9.06591e-005
1334 2455571940.000000 414.945500 9.05697e-005
1335 2455572020.000000 415.104000 9.04803e-005
1336 2455572100.000000 415.261000 9.04207e-005
1337 2455572180.000000 415.415000 9.05101e-005
1338 2455572260.000000 415.572500 9.04803e-005
1339 2455572340.000000 415.725500 9.05399e-005
1340 2455572420.000000 415.884500 9.05697e-005
1341 2455572500.000000 416.037500 9.06591e-005
1342 2455572580.000000 416.193000 9.05697e-005
1343 2455572660.000000 416.346000 9.05399e-005
1344 2455572740.000000 416.502000 9.05101e-005
1345 2455572820.000000 416.659500 9.04207e-005
1346 2455572900.000000 416.813000 9.04505e-005
1347 2455572980.000000 416.968000 9.03611e-005
1348 2455573060.000000 417.124500 9.04207e-005
1349 2455573140.000000 417.280000 9.04207e-005
1350 2455573220.000000 417.435000 9.04505e-005
1351 2455573300.000000 417.591500 9.04505e-005
1352 2455573380.000000 417.742000 9.05101e-005
1353 2455573460.000000 417.901000 9.05399e-005
1354 2455573540.000000 418.053000 9.04505e-005
1355 2455573620.000000 418.210500 9.03909e-005
1356 2455573700.000000 418.365500 9.02717e-005
1357 2455573780.000000 418.519000 9.02419e-005
1358 2455573860.000000 418.677000 9.02717e-005
1359 2455573940.000000 418.831000 9.02717e-005
1360 2455574020.000000 418.986000 9.03313e-005
1361 2455574100.000000 419.140000 9.03313e-005
1362 2455574180.000000 419.294000 9.04207e-005
1363 2455574260.000000 419.450500 9.04803e-005
1364 2455574340.000000 419.604000 9.03909e-005
1365 2455574420.000000 419.756000 9.03909e-005
1366 2455574500.000000 419.913000 9.02419e-005
1367 2455574580.000000 420.068000 9.01823e-005
1368 2455574660.000000 420.220500 9.01525e-005
1369 2455574740.000000 420.375500 9.01525e-005
1370 2455574820.000000 420.531500 9.02121e-005
1371 2455574900.000000 420.687000 9.01823e-005
1372 2455574980.000000 420.842000 9.02419e-005
1373 2455575060.000000 421.001500 9.03313e-005
1374 2455575140.000000 421.157500 9.03015e-005
1375 2455575220.000000 421.308500 9.03313e-005
1376 2455575300.000000 421.464000 9.02121e-005
1377 2455575380.000000 421.621500 9.01227e-005
1378 2455575460.000000 421.775500 9.00035e-005
1379 2455575540.000000 421.932000 8.99737e-005
1380 2455575620.000000 422.086500 8.99737e-005
1381 2455575700.000000 422.241500 9.00929e-005
1382 2455575780.000000 422.399000 9.01227e-005
1383 2455575860.000000 422.552000 9.01823e-005
1384 2455575940.000000 422.708000 9.02419e-005
1385 2455576020.000000 422.861000 9.02419e-005
1386 2455576100.000000 423.019000 9.01227e-005
1387 2455576180.000000 423.174500 9.00035e-005
1388 2455576260.000000 423.329000 8.99141e-005
1389 2455576340.000000 423.485000 8.99439e-005
1390 2455576420.000000 423.637000 8.99439e-005
1391 2455576500.000000 423.794000 8.99737e-005
1392 2455576580.000000 423.947500 9.00035e-005
1393 2455576660.000000 424.102500 9.00929e-005
1394 2455576740.000000 424.256500 9.01525e-005
1395 2455576820.000000 424.413000 9.01227e-005
1396 2455576900.000000 424.565000 9.00929e-005
1397 2455576980.000000 424.723500 8.99737e-005
1398 2455577060.000000 424.878000 8.99439e-005
1399 2455577140.000000 425.032000 8.97949e-005
1400 2455577220.000000 425.187500 8.97651e-005
1401 2455577300.000000 425.340500 8.98247e-005
1402 2455577380.000000 425.500000 8.99439e-005
1403 2455577460.000000 425.651500 8.99737e-005
1404 2455577540.000000 425.810500 9.00333e-005
1405 2455577620.000000 425.964500 9.00929e-005
1406 2455577700.000000 426.120500 9.00035e-005
1407 2455577780.000000 426.276500 8.99439e-005
1408 2455577860.000000 426.429500 8.98247e-005
1409 2455577940.000000 426.587000 8.97353e-005
1410 2455578020.000000 426.740500 8.97055e-005
1411 2455578100.000000 426.894500 8.96757e-005
1412 2455578180.000000 427.050500 8.97353e-005
1413 2455578260.000000 427.206000 8.98545e-005
1414 2455578340.000000 427.363500 8.99737e-005
1415 2455578420.000000 427.516500 8.99737e-005
1416 2455578500.000000 427.668500 8.99439e-005
1417 2455578580.000000 427.827000 8.98843e-005
1418 2455578660.000000 427.982000 8.97651e-005
1419 2455578740.000000 428.135500 8.96757e-005
1420 2455578820.000000 428.291000 8.9616e-005
1421 2455578900.000000 428.444500 8.95564e-005
1422 2455578980.000000 428.601500 8.97055e-005
1423 2455579060.000000 428.754000 8.97055e-005
1424 2455579140.000000 428.909000 8.98247e-005
1425 2455579220.000000 429.064500 8.98545e-005
1426 2455579300.000000 429.219000 8.99141e-005
1427 2455579380.000000 429.376000 8.98247e-005
1428 2455579460.000000 429.530500 8.97353e-005
1429 2455579540.000000 429.684500 8.96757e-005
1430 2455579620.000000 429.839000 8.95564e-005
1431 2455579700.000000 429.994000 8.95564e-005
1432 2455579780.000000 430.148000 8.95266e-005
1433 2455579860.000000 430.303500 8.95862e-005
1434 2455579940.000000 430.458500 8.97353e-005
1435 2455580020.000000 430.614000 8.97353e-005
1436 2455580100.000000 430.771000 8.98545e-005
1437 2455580180.000000 430.924500 8.97651e-005
1438 2455580260.000000 431.081000 8.96757e-005
1439 2455580340.000000 431.233000 8.95862e-005
1440 2455580420.000000 431.393500 8.9467e-005
1441 2455580500.000000 431.545500 8.94372e-005
1442 2455580580.000000 431.702500 8.94074e-005
1443 2455580660.000000 431.857500 8.94074e-005
1444 2455580740.000000 432.014500 8.95266e-005
1445 2455580820.000000 432.171500 8.9616e-005
1446 2455580900.000000 432.324500 8.97353e-005
1447 2455580980.000000 432.481500 8.96757e-005
1448 2455581060.000000 432.635000 8.9616e-005
1449 2455581140.000000 432.791500 8.95564e-005
1450 2455581220.000000 432.944500 8.9467e-005
1451 2455581300.000000 433.101500 8.94074e-005
1452 2455581380.000000 433.254000 8.93776e-005
1453 2455581460.000000 433.413000 8.93776e-005
1454 2455581540.000000 433.565500 8.94372e-005
1455 2455581620.000000 433.722500 8.95266e-005
1456 2455581700.000000 433.876500 8.9616e-005
1457 2455581780.000000 434.028500 8.9616e-005
1458 2455581860.000000 434.184500 8.95862e-005
1459 2455581940.000000 434.338000 8.9467e-005
1460 2455582020.000000 434.494500 8.93776e-005
1461 2455582100.000000 434.648000 8.9318e-005
1462 2455582180.000000 434.800500 8.92584e-005
1463 2455582260.000000 434.957000 8.92882e-005
1464 2455582340.000000 435.114500 8.93776e-005
1465 2455582421.000000 435.265500 8.9467e-005
1466 2455582500.000000 435.422000 8.9467e-005
1467 2455582580.000000 435.575500 8.9616e-005
1468 2455582660.000000 435.734500 8.95266e-005
1469 2455582740.000000 435.889000 8.94372e-005
1470 2455582820.000000 436.044000 8.9318e-005
1471 2455582900.000000 436.200000 8.92584e-005
1472 2455582980.000000 436.355500 8.9169e-005
1473 2455583060.000000 436.508500 8.92882e-005
1474 2455583140.000000 436.666500 8.92882e-005
1475 2455583220.000000 436.820000 8.9318e-005
1476 2455583300.000000 436.976000 8.94372e-005
1477 2455583380.000000 437.132000 8.94372e-005
1478 2455583460.000000 437.284500 8.94372e-005
1479 2455583540.000000 437.444000 8.93776e-005
1480 2455583620.000000 437.595000 8.9318e-005
1481 2455583700.000000 437.753000 8.92882e-005
1482 2455583780.000000 437.907000 8.91392e-005
1483 2455583860.000000 438.061500 8.9169e-005
1484 2455583940.000000 438.219500 8.91988e-005
1485 2455584020.000000 438.373000 8.92882e-005
1486 2455584100.000000 438.529500 8.9318e-005
1487 2455584180.000000 438.682500 8.9318e-005
1488 2455584260.000000 438.838000 8.93478e-005
1489 2455584340.000000 438.991000 8.9318e-005
1490 2455584420.000000 439.147000 8.92584e-005
1491 2455584500.000000 439.301000 8.91392e-005
1492 2455584580.000000 439.459000 8.90498e-005
1493 2455584660.000000 439.609500 8.90796e-005
1494 2455584740.000000 439.768000 8.90796e-005
1495 2455584820.000000 439.922500 8.91392e-005
1496 2455584900.000000 440.075500 8.91988e-005
1497 2455584980.000000 440.230500 8.92882e-005
1498 2455585060.000000 440.383000 8.92584e-005
1499 2455585140.000000 440.542000 8.91988e-005
1500 2455585220.000000 440.694500 8.91392e-005
1501 2455585300.000000 440.851000 8.90498e-005
1502 2455585380.000000 441.005000 8.90498e-005
1503 2455585460.000000 441.162500 8.90498e-005
1504 2455585540.000000 441.317500 8.89902e-005
1505 2455585620.000000 441.471500 8.91094e-005
1506 2455585700.000000 441.625500 8.91392e-005
1507 2455585780.000000 441.785500 8.91988e-005
1508 2455585860.000000 441.938000 8.9169e-005
1509 2455585940.000000 442.092500 8.9169e-005
1510 2455586020.000000 442.248500 8.91392e-005
1511 2455586100.000000 442.404500 8.902e-005
1512 2455586180.000000 442.560000 8.89902e-005
1513 2455586260.000000 442.714000 8.89604e-005
1514 2455586340.000000 442.868000 8.89604e-005
1515 2455586420.000000 443.024500 8.89604e-005
1516 2455586500.000000 443.179000 8.89902e-005
1517 2455586580.000000 443.334500 8.902e-005
1518 2455586660.000000 443.488500 8.902e-005
1519 2455586740.000000 443.646000 8.90796e-005
1520 2455586820.000000 443.802000 8.89902e-005
1521 2455586900.000000 443.953500 8.89008e-005
1522 2455586980.000000 444.111000 8.89306e-005
1523 2455587060.000000 444.264000 8.88412e-005
1524 2455587140.000000 444.418000 8.89008e-005
1525 2455587220.000000 444.572500 8.89008e-005
1526 2455587300.000000 444.727500 8.89008e-005
1527 2455587380.000000 444.882000 8.89306e-005
1528 2455587460.000000 445.038500 8.89604e-005
1529 2455587540.000000 445.192000 8.89604e-005
1530 2455587620.000000 445.347500 8.89306e-005
1531 2455587700.000000 445.503500 8.8871e-005
1532 2455587780.000000 445.657500 8.88412e-005
1533 2455587860.000000 445.816000 8.8722e-005
1534 2455587940.000000 445.967500 8.87816e-005
1535 2455588020.000000 446.126500 8.88412e-005
1536 2455588100.000000 446.280500 8.8871e-005
1537 2455588180.000000 446.437500 8.8871e-005
1538 2455588260.000000 446.592000 8.8871e-005
1539 2455588340.000000 446.746000 8.8871e-005
1540 2455588420.000000 446.902000 8.8871e-005
1541 2455588500.000000 447.059000 8.88412e-005
1542 2455588580.000000 447.211500 8.88412e-005
1543 2455588660.000000 447.371000 8.87816e-005
1544 2455588740.000000 447.522500 8.87816e-005
1545 2455588820.000000 447.680500 8.87518e-005
1546 2455588900.000000 447.835000 8.87816e-005
1547 2455588980.000000 447.988500 8.87816e-005
1548 2455589060.000000 448.143000 8.87518e-005
1549 2455589140.000000 448.299500 8.87816e-005
1550 2455589220.000000 448.453000 8.87816e-005
1551 2455589300.000000 448.610500 8.87518e-005
1552 2455589380.000000 448.761500 8.8722e-005
1553 2455589460.000000 448.921000 8.8722e-005
1554 2455589540.000000 449.075000 8.86922e-005
1555 2455589620.000000 449.227500 8.86028e-005
1556 2455589700.000000 449.381500 8.8722e-005
1557 2455589780.000000 449.534500 8.8722e-005
1558 2455589860.000000 449.689500 8.8722e-005
1559 2455589940.000000 449.846000 8.86922e-005
1560 2455590020.000000 450.000000 8.86028e-005
1561 2455590100.000000 450.155500 8.86326e-005
1562 2455590180.000000 450.310500 8.8573e-005
1563 2455590260.000000 450.464500 8.86326e-005
1564 2455590340.000000 450.619000 8.86028e-005
1565 2455590420.000000 450.772500 8.8573e-005
1566 2455590500.000000 450.930500 8.8573e-005
1567 2455590580.000000 451.084500 8.86028e-005
1568 2455590660.000000 451.242500 8.86028e-005
1569 2455590740.000000 451.395500 8.86028e-005
1570 2455590820.000000 451.552000 8.85432e-005
1571 2455590900.000000 451.708500 8.8573e-005
1572 2455590980.000000 451.862500 8.85432e-005
1573 2455591060.000000 452.019000 8.8573e-005
1574 2455591140.000000 452.173500 8.85432e-005
1575 2455591220.000000 452.328500 8.85432e-005
1576 2455591300.000000 452.484000 8.85432e-005
1577 2455591380.000000 452.641000 8.84836e-005
1578 2455591460.000000 452.794000 8.86028e-005
1579 2455591540.000000 452.951500 8.85432e-005
1580 2455591620.000000 453.103000 8.85134e-005
1581 2455591700.000000 453.260500 8.84836e-005
1582 2455591780.000000 453.417000 8.84836e-005
1583 2455591860.000000 453.570500 8.84836e-005
1584 2455591940.000000 453.727500 8.84836e-005
1585 2455592020.000000 453.880500 8.85134e-005
1586 2455592100.000000 454.038500 8.84538e-005
1587 2455592180.000000 454.191500 8.84836e-005
1588 2455592260.000000 454.345500 8.84538e-005
1589 2455592340.000000 454.499500 8.84538e-005
1590 2455592420.000000 454.655000 8.84538e-005
1591 2455592500.000000 454.807500 8.84538e-005
1592 2455592580.000000 454.965000 8.83644e-005
1593 2455592660.000000 455.117000 8.83942e-005
1594 2455592740.000000 455.276000 8.8424e-005
1595 2455592820.000000 455.429000 8.83942e-005
1596 2455592900.000000 455.583000 8.8424e-005
1597 2455592980.000000 455.741500 8.83942e-005
1598 2455593060.000000 455.894500 8.83942e-005
1599 2455593140.000000 456.049500 8.83942e-005
1600 2455593220.000000 456.206500 8.84538e-005
1601 2455593300.000000 456.362500 8.83644e-005
1602 2455593380.000000 456.518000 8.83345e-005
1603 2455593460.000000 456.670000 8.83345e-005
1604 2455593540.000000 456.827000 8.83345e-005
1605 2455593620.000000 456.981000 8.83644e-005
1606 2455593700.000000 457.135500 8.83047e-005
1607 2455593780.000000 457.294000 8.83942e-005
1608 2455593860.000000 457.447000 8.83644e-005
1609 2455593940.000000 457.604500 8.83345e-005
1610 2455594021.000000 457.763000 8.82749e-005
1611 2455594100.000000 457.914000 8.82749e-005
1612 2455594180.000000 458.067500 8.82153e-005
1613 2455594260.000000 458.224000 8.82749e-005
1614 2455594340.000000 458.375500 8.82153e-005
1615 2455594420.000000 458.534500 8.82749e-005
1616 2455594500.000000 458.686500 8.82749e-005
1617 2455594580.000000 458.844000 8.82749e-005
1618 2455594660.000000 458.999000 8.81855e-005
1619 2455594740.000000 459.155000 8.81855e-005
1620 2455594820.000000 459.309500 8.81855e-005
1621 2455594900.000000 459.463500 8.80663e-005
1622 2455594980.000000 459.619000 8.81557e-005
1623 2455595060.000000 459.772500 8.80663e-005
1624 2455595140.000000 459.926000 8.81855e-005
1625 2455595220.000000 460.081000 8.81259e-005
1626 2455595300.000000 460.236000 8.81557e-005
1627 2455595380.000000 460.390000 8.81855e-005
1628 2455595460.000000 460.546000 8.81259e-005
1629 2455595540.000000 460.698500 8.81557e-005
1630 2455595620.000000 460.868500 8.80663e-005
1631 2455595700.000000 461.012000 8.80961e-005
1632 2455595780.000000 461.167500 8.80365e-005
1633 2455595860.000000 461.325500 8.80365e-005
1634 2455595940.000000 461.477500 8.80663e-005
1635 2455596020.000000 461.637000 8.80663e-005
1636 2455596100.000000 461.789500 8.80365e-005
1637 2455596180.000000 461.945000 8.80663e-005
1638 2455596260.000000 462.101500 8.80365e-005
1639 2455596340.000000 462.255000 8.80365e-005
1640 2455596420.000000 462.412500 8.80067e-005
1641 2455596500.000000 462.566000 8.79769e-005
1642 2455596580.000000 462.721000 8.79471e-005
1643 2455596660.000000 462.877000 8.80067e-005
1644 2455596740.000000 463.034000 8.80067e-005
1645 2455596820.000000 463.186500 8.80067e-005
1646 2455596900.000000 463.341000 8.80663e-005
1647 2455596980.000000 463.495500 8.80365e-005
1648 2455597060.000000 463.653000 8.80067e-005
1649 2455597140.000000 463.808500 8.79471e-005
1650 2455597220.000000 463.961500 8.79471e-005
1651 2455597300.000000 464.116000 8.79471e-005
1652 2455597380.000000 464.271500 8.78875e-005
1653 2455597460.000000 464.429500 8.78875e-005
1654 2455597540.000000 464.581500 8.78577e-005
1655 2455597620.000000 464.733500 8.78875e-005
1656 2455597700.000000 464.891000 8.79471e-005
1657 2455597780.000000 465.047000 8.79769e-005
1658 2455597860.000000 465.201000 8.79769e-005
1659 2455597940.000000 465.355500 8.79471e-005
1660 2455598020.000000 465.506500 8.78875e-005
1661 2455598100.000000 465.664500 8.78875e-005
1662 2455598180.000000 465.817500 8.78279e-005
1663 2455598260.000000 465.976500 8.78577e-005
1664 2455598340.000000 466.129500 8.77981e-005
1665 2455598420.000000 466.285500 8.78577e-005
1666 2455598500.000000 466.440500 8.79173e-005
1667 2455598580.000000 466.598500 8.79173e-005
1668 2455598660.000000 466.754500 8.78577e-005
1669 2455598740.000000 466.909000 8.78577e-005
1670 2455598820.000000 467.063000 8.77683e-005
1671 2455598900.000000 467.219000 8.77683e-005
1672 2455598980.000000 467.376000 8.76491e-005
1673 2455599060.000000 467.528000 8.77087e-005
1674 2455599140.000000 467.687000 8.77683e-005
1675 2455599220.000000 467.838000 8.78279e-005
1676 2455599300.000000 467.997500 8.78279e-005
1677 2455599380.000000 468.150500 8.78279e-005
1678 2455599460.000000 468.305000 8.78577e-005
