# NO SAMPLE -ONE ARM SCANS
 SAMPLE
SAMPLE-- ONE ARM SCANS
167 2455035280.000000 233.878500 9.72752e-005
168 2455035360.000000 234.035000 9.73647e-005
169 2455035440.000000 234.188000 9.73349e-005
170 2455035520.000000 234.341500 9.73647e-005
171 2455035600.000000 234.495000 9.7305e-005
172 2455035680.000000 234.649500 9.73349e-005
173 2455035760.000000 234.805000 9.73349e-005
174 2455035840.000000 234.961500 9.7305e-005
175 2455035920.000000 235.116000 9.73647e-005
176 2455036000.000000 235.270500 9.73349e-005
177 2455036080.000000 235.429000 9.73349e-005
178 2455036160.000000 235.581000 9.73349e-005
179 2455036240.000000 235.737500 9.7305e-005
180 2455036320.000000 235.894500 9.73647e-005
181 2455036400.000000 236.046000 9.73349e-005
182 2455036480.000000 236.202500 9.73945e-005
183 2455036560.000000 236.359500 9.73349e-005
184 2455036640.000000 236.512000 9.7305e-005
185 2455036720.000000 236.668500 9.73647e-005
186 2455036800.000000 236.825000 9.72752e-005
187 2455036880.000000 236.978500 9.73647e-005
188 2455036960.000000 237.136000 9.7305e-005
189 2455037040.000000 237.291500 9.7305e-005
190 2455037120.000000 237.447000 9.7305e-005
191 2455037200.000000 237.603500 9.7305e-005
192 2455037280.000000 237.759500 9.72752e-005
193 2455037360.000000 237.914000 9.7305e-005
194 2455037440.000000 238.070000 9.73349e-005
195 2455037520.000000 238.227500 9.7305e-005
196 2455037600.000000 238.380000 9.7305e-005
197 2455037680.000000 238.535500 9.7305e-005
198 2455037760.000000 238.690000 9.72454e-005
199 2455037840.000000 238.845500 9.7305e-005
200 2455037920.000000 239.000000 9.7305e-005
201 2455038000.000000 239.154000 9.71858e-005
202 2455038080.000000 239.308000 9.72752e-005
203 2455038160.000000 239.465500 9.7305e-005
204 2455038240.000000 239.616500 9.7305e-005
205 2455038320.000000 239.772500 9.72454e-005
206 2455038400.000000 239.931000 9.72752e-005
207 2455038480.000000 240.082500 9.73349e-005
208 2455038560.000000 240.239000 9.72752e-005
209 2455038640.000000 240.393000 9.72752e-005
210 2455038720.000000 240.548000 9.72454e-005
211 2455038800.000000 240.705000 9.72454e-005
212 2455038880.000000 240.857000 9.72752e-005
213 2455038960.000000 241.012500 9.72752e-005
214 2455039040.000000 241.169000 9.73349e-005
215 2455039120.000000 241.322000 9.72454e-005
216 2455039200.000000 241.479500 9.72454e-005
217 2455039280.000000 241.634500 9.72454e-005
218 2455039360.000000 241.788000 9.72752e-005
219 2455039440.000000 241.944500 9.72752e-005
220 2455039520.000000 242.098000 9.72156e-005
221 2455039600.000000 242.255500 9.72156e-005
222 2455039680.000000 242.408500 9.72156e-005
223 2455039760.000000 242.566500 9.71858e-005
224 2455039840.000000 242.724000 9.72156e-005
225 2455039920.000000 242.876000 9.72156e-005
226 2455040000.000000 243.034000 9.72156e-005
227 2455040080.000000 243.191000 9.72454e-005
228 2455040160.000000 243.343500 9.72156e-005
229 2455040240.000000 243.499000 9.72156e-005
230 2455040320.000000 243.654000 9.71858e-005
231 2455040400.000000 243.809500 9.72156e-005
232 2455040480.000000 243.965000 9.72156e-005
233 2455040560.000000 244.119500 9.72156e-005
234 2455040640.000000 244.274000 9.72454e-005
235 2455040720.000000 244.429000 9.72156e-005
236 2455040800.000000 244.583000 9.72752e-005
237 2455040880.000000 244.738500 9.72454e-005
238 2455040960.000000 244.894000 9.71858e-005
239 2455041040.000000 245.047500 9.72752e-005
240 2455041120.000000 245.205000 9.72156e-005
241 2455041200.000000 245.362000 9.72454e-005
242 2455041280.000000 245.516000 9.72454e-005
243 2455041360.000000 245.682000 9.72454e-005
244 2455041440.000000 245.826000 9.72752e-005
245 2455041520.000000 245.980500 9.72156e-005
246 2455041600.000000 246.137500 9.71858e-005
247 2455041680.000000 246.289500 9.72454e-005
248 2455041760.000000 246.440000 9.7305e-005
249 2455041840.000000 246.599000 9.7305e-005
250 2455041920.000000 246.755000 9.72156e-005
251 2455042000.000000 246.910500 9.72752e-005
252 2455042080.000000 247.064000 9.72752e-005
253 2455042160.000000 247.219000 9.72454e-005
254 2455042240.000000 247.378000 9.72156e-005
255 2455042320.000000 247.534500 9.71858e-005
256 2455042400.000000 247.687000 9.72454e-005
257 2455042480.000000 247.846000 9.71858e-005
258 2455042560.000000 248.001000 9.72454e-005
259 2455042640.000000 248.157500 9.72156e-005
260 2455042720.000000 248.310500 9.71858e-005
261 2455042800.000000 248.465000 9.71858e-005
262 2455042880.000000 248.623500 9.71858e-005
263 2455042960.000000 248.777000 9.72156e-005
264 2455043040.000000 248.930500 9.72156e-005
265 2455043120.000000 249.087500 9.72156e-005
266 2455043201.000000 249.243000 9.71858e-005
267 2455043280.000000 249.399000 9.71858e-005
268 2455043360.000000 249.553500 9.72156e-005
269 2455043440.000000 249.703000 9.72156e-005
270 2455043520.000000 249.859500 9.72156e-005
271 2455043600.000000 250.015000 9.72752e-005
272 2455043680.000000 250.168500 9.71858e-005
273 2455043760.000000 250.325500 9.71858e-005
274 2455043840.000000 250.481500 9.72156e-005
275 2455043920.000000 250.636500 9.72156e-005
276 2455044000.000000 250.791000 9.72156e-005
277 2455044080.000000 250.949000 9.72156e-005
278 2455044160.000000 251.102000 9.72752e-005
279 2455044240.000000 251.254500 9.72156e-005
280 2455044320.000000 251.412500 9.72156e-005
281 2455044400.000000 251.565000 9.72752e-005
282 2455044480.000000 251.721000 9.71858e-005
283 2455044560.000000 251.875000 9.7156e-005
284 2455044640.000000 252.029000 9.71858e-005
285 2455044720.000000 252.187500 9.72156e-005
286 2455044800.000000 252.343000 9.71858e-005
287 2455044880.000000 252.496000 9.7156e-005
288 2455044960.000000 252.654000 9.7156e-005
289 2455045040.000000 252.807000 9.7156e-005
290 2455045120.000000 252.965000 9.71858e-005
291 2455045200.000000 253.121500 9.7156e-005
292 2455045280.000000 253.274500 9.7156e-005
293 2455045360.000000 253.431000 9.7156e-005
294 2455045440.000000 253.583000 9.71262e-005
295 2455045520.000000 253.740500 9.71858e-005
296 2455045600.000000 253.896500 9.71262e-005
297 2455045680.000000 254.051500 9.72156e-005
298 2455045760.000000 254.204500 9.72156e-005
299 2455045840.000000 254.359000 9.7156e-005
300 2455045920.000000 254.514000 9.71858e-005
301 2455046000.000000 254.669500 9.71858e-005
302 2455046080.000000 254.822000 9.71858e-005
303 2455046160.000000 254.976500 9.7156e-005
304 2455046240.000000 255.134000 9.7156e-005
305 2455046320.000000 255.289500 9.7156e-005
306 2455046400.000000 255.444000 9.7156e-005
307 2455046480.000000 255.598500 9.71858e-005
308 2455046560.000000 255.753500 9.71262e-005
309 2455046640.000000 255.909000 9.71858e-005
310 2455046720.000000 256.064500 9.7156e-005
311 2455046800.000000 256.219500 9.7156e-005
312 2455046880.000000 256.374000 9.72156e-005
313 2455046960.000000 256.531500 9.71858e-005
314 2455047040.000000 256.686500 9.72454e-005
315 2455047120.000000 256.839000 9.71262e-005
316 2455047200.000000 256.996500 9.7156e-005
317 2455047280.000000 257.151000 9.71858e-005
318 2455047360.000000 257.307500 9.71858e-005
319 2455047440.000000 257.463500 9.71858e-005
320 2455047520.000000 257.616500 9.72156e-005
321 2455047600.000000 257.775500 9.71262e-005
322 2455047680.000000 257.930500 9.71858e-005
323 2455047760.000000 258.087000 9.71858e-005
324 2455047840.000000 258.243000 9.71858e-005
325 2455047920.000000 258.395500 9.7156e-005
326 2455048000.000000 258.552500 9.7156e-005
327 2455048080.000000 258.705500 9.71262e-005
328 2455048160.000000 258.862000 9.71262e-005
329 2455048240.000000 259.017000 9.71858e-005
330 2455048320.000000 259.172000 9.71262e-005
331 2455048400.000000 259.327000 9.7156e-005
332 2455048480.000000 259.483500 9.71262e-005
333 2455048560.000000 259.636000 9.71262e-005
334 2455048640.000000 259.791000 9.7156e-005
335 2455048720.000000 259.945000 9.71262e-005
336 2455048800.000000 260.099500 9.7156e-005
337 2455048880.000000 260.256000 9.7156e-005
338 2455048960.000000 260.408000 9.71262e-005
339 2455049040.000000 260.565500 9.70666e-005
340 2455049120.000000 260.720500 9.70964e-005
341 2455049200.000000 260.875000 9.70666e-005
342 2455049280.000000 261.033500 9.70964e-005
343 2455049360.000000 261.185000 9.70666e-005
344 2455049440.000000 261.344000 9.70666e-005
345 2455049520.000000 261.495000 9.70368e-005
346 2455049600.000000 261.649500 9.70368e-005
347 2455049680.000000 261.807500 9.71262e-005
348 2455049760.000000 261.961000 9.70368e-005
349 2455049840.000000 262.115000 9.70368e-005
350 2455049920.000000 262.270000 9.7007e-005
351 2455050000.000000 262.424000 9.70964e-005
352 2455050080.000000 262.582500 9.70666e-005
353 2455050160.000000 262.737000 9.70368e-005
354 2455050240.000000 262.894500 9.70666e-005
355 2455050320.000000 263.049500 9.7007e-005
356 2455050400.000000 263.204000 9.70368e-005
357 2455050480.000000 263.361000 9.70368e-005
358 2455050560.000000 263.514000 9.7007e-005
359 2455050640.000000 263.671500 9.69772e-005
360 2455050720.000000 263.824500 9.69772e-005
361 2455050800.000000 263.979000 9.7007e-005
362 2455050880.000000 264.135000 9.7007e-005
363 2455050960.000000 264.290500 9.7007e-005
364 2455051040.000000 264.444000 9.69772e-005
365 2455051120.000000 264.600000 9.7007e-005
366 2455051200.000000 264.753000 9.7007e-005
367 2455051280.000000 264.910500 9.68878e-005
368 2455051360.000000 265.065000 9.69772e-005
369 2455051440.000000 265.219000 9.69772e-005
370 2455051520.000000 265.375500 9.69772e-005
371 2455051600.000000 265.529000 9.7007e-005
372 2455051680.000000 265.686500 9.69176e-005
373 2455051760.000000 265.840500 9.70368e-005
374 2455051840.000000 265.997000 9.70368e-005
375 2455051920.000000 266.152000 9.69772e-005
376 2455052000.000000 266.305500 9.69772e-005
377 2455052080.000000 266.462500 9.7007e-005
378 2455052160.000000 266.617500 9.7007e-005
379 2455052240.000000 266.773000 9.69474e-005
380 2455052320.000000 266.928500 9.69772e-005
381 2455052400.000000 267.083500 9.69474e-005
382 2455052480.000000 267.239500 9.69474e-005
383 2455052560.000000 267.393500 9.69772e-005
384 2455052640.000000 267.547500 9.69474e-005
385 2455052720.000000 267.704000 9.69772e-005
386 2455052800.000000 267.862000 9.7007e-005
387 2455052880.000000 268.015500 9.69176e-005
388 2455052960.000000 268.171500 9.69176e-005
389 2455053040.000000 268.326000 9.69772e-005
390 2455053120.000000 268.484500 9.69176e-005
391 2455053200.000000 268.641000 9.69176e-005
392 2455053280.000000 268.791000 9.68878e-005
393 2455053360.000000 268.946000 9.68878e-005
394 2455053440.000000 269.101500 9.68878e-005
395 2455053520.000000 269.259500 9.68878e-005
396 2455053600.000000 269.413000 9.6858e-005
397 2455053680.000000 269.565000 9.68878e-005
398 2455053760.000000 269.722500 9.69176e-005
399 2455053840.000000 269.878000 9.69176e-005
400 2455053920.000000 270.030500 9.69176e-005
401 2455054000.000000 270.186500 9.68878e-005
402 2455054080.000000 270.338000 9.68878e-005
403 2455054160.000000 270.496500 9.6858e-005
404 2455054240.000000 270.651000 9.6858e-005
405 2455054320.000000 270.805500 9.68878e-005
406 2455054400.000000 270.962000 9.67984e-005
407 2455054480.000000 271.115000 9.6858e-005
408 2455054560.000000 271.273000 9.68878e-005
409 2455054640.000000 271.427000 9.6858e-005
410 2455054720.000000 271.583000 9.68282e-005
411 2455054801.000000 271.738500 9.67984e-005
412 2455054880.000000 271.893500 9.67984e-005
413 2455054960.000000 272.047000 9.67984e-005
414 2455055040.000000 272.203000 9.6858e-005
415 2455055120.000000 272.352500 9.6858e-005
416 2455055200.000000 272.514000 9.67984e-005
417 2455055280.000000 272.669000 9.6858e-005
418 2455055360.000000 272.823000 9.6858e-005
419 2455055440.000000 272.981500 9.67984e-005
420 2455055520.000000 273.134500 9.67984e-005
421 2455055600.000000 273.294000 9.67984e-005
422 2455055680.000000 273.448500 9.6858e-005
423 2455055760.000000 273.602500 9.67984e-005
424 2455055840.000000 273.758500 9.6858e-005
425 2455055920.000000 273.910500 9.6858e-005
426 2455056000.000000 274.070000 9.68282e-005
427 2455056080.000000 274.221000 9.68282e-005
428 2455056160.000000 274.378000 9.6858e-005
429 2455056240.000000 274.532000 9.68878e-005
430 2455056320.000000 274.688000 9.67984e-005
431 2455056400.000000 274.843000 9.67686e-005
432 2455056480.000000 274.998000 9.67984e-005
433 2455056560.000000 275.152500 9.67388e-005
434 2455056640.000000 275.307000 9.67686e-005
435 2455056720.000000 275.460000 9.67984e-005
436 2455056800.000000 275.617000 9.67388e-005
437 2455056880.000000 275.774500 9.67686e-005
438 2455056960.000000 275.928000 9.67686e-005
439 2455057040.000000 276.082500 9.67388e-005
440 2455057120.000000 276.237000 9.67388e-005
441 2455057200.000000 276.391500 9.67686e-005
442 2455057280.000000 276.548000 9.68282e-005
443 2455057360.000000 276.702500 9.67686e-005
444 2455057440.000000 276.858000 9.67686e-005
445 2455057520.000000 277.015500 9.67388e-005
446 2455057600.000000 277.172000 9.67686e-005
447 2455057680.000000 277.324500 9.67686e-005
448 2455057760.000000 277.477000 9.6709e-005
449 2455057840.000000 277.634500 9.67388e-005
450 2455057920.000000 277.791500 9.6709e-005
451 2455058000.000000 277.943500 9.6709e-005
452 2455058080.000000 278.102000 9.6709e-005
453 2455058160.000000 278.256500 9.6709e-005
454 2455058240.000000 278.415000 9.6709e-005
455 2455058320.000000 278.569500 9.66792e-005
456 2455058400.000000 278.724000 9.67388e-005
457 2455058480.000000 278.879500 9.6709e-005
458 2455058560.000000 279.036500 9.66792e-005
459 2455058640.000000 279.192000 9.6709e-005
460 2455058720.000000 279.346000 9.6709e-005
461 2455058800.000000 279.500000 9.66792e-005
462 2455058880.000000 279.655000 9.65898e-005
463 2455058960.000000 279.811000 9.66792e-005
464 2455059040.000000 279.963000 9.66196e-005
465 2455059120.000000 280.121500 9.66196e-005
466 2455059200.000000 280.271500 9.66494e-005
467 2455059280.000000 280.429500 9.66494e-005
468 2455059360.000000 280.583500 9.66494e-005
469 2455059440.000000 280.739500 9.66196e-005
470 2455059520.000000 280.895500 9.66494e-005
471 2455059600.000000 281.050500 9.65898e-005
472 2455059680.000000 281.207000 9.66196e-005
473 2455059760.000000 281.361000 9.66792e-005
474 2455059840.000000 281.515000 9.66196e-005
475 2455059920.000000 281.671000 9.66494e-005
476 2455060000.000000 281.827500 9.65898e-005
477 2455060080.000000 281.981500 9.656e-005
478 2455060160.000000 282.138000 9.66494e-005
479 2455060240.000000 282.289500 9.65898e-005
480 2455060320.000000 282.447500 9.66494e-005
481 2455060400.000000 282.600000 9.66494e-005
482 2455060480.000000 282.754500 9.66196e-005
483 2455060560.000000 282.910500 9.66494e-005
484 2455060640.000000 283.067500 9.65898e-005
485 2455060720.000000 283.226000 9.66196e-005
486 2455060800.000000 283.379500 9.66196e-005
487 2455060880.000000 283.533000 9.65898e-005
488 2455060960.000000 283.692500 9.65898e-005
489 2455061040.000000 283.846500 9.65302e-005
490 2455061120.000000 283.999000 9.656e-005
491 2455061200.000000 284.152500 9.656e-005
492 2455061280.000000 284.308000 9.65302e-005
493 2455061360.000000 284.462500 9.65302e-005
494 2455061440.000000 284.617500 9.65898e-005
495 2455061520.000000 284.774000 9.66196e-005
496 2455061600.000000 284.928000 9.66196e-005
497 2455061680.000000 285.082000 9.656e-005
498 2455061760.000000 285.236500 9.656e-005
499 2455061840.000000 285.393000 9.656e-005
500 2455061920.000000 285.546000 9.656e-005
501 2455062000.000000 285.703000 9.65302e-005
502 2455062080.000000 285.858500 9.65898e-005
503 2455062160.000000 286.015000 9.65302e-005
504 2455062240.000000 286.171000 9.65004e-005
505 2455062320.000000 286.324500 9.65302e-005
506 2455062400.000000 286.481500 9.65302e-005
507 2455062480.000000 286.635000 9.65898e-005
508 2455062560.000000 286.793000 9.65004e-005
509 2455062640.000000 286.945500 9.656e-005
510 2455062720.000000 287.102000 9.65898e-005
511 2455062800.000000 287.256000 9.656e-005
512 2455062880.000000 287.412500 9.65004e-005
513 2455062960.000000 287.568000 9.65004e-005
514 2455063040.000000 287.722000 9.65004e-005
515 2455063120.000000 287.876500 9.64706e-005
516 2455063200.000000 288.031500 9.65004e-005
517 2455063280.000000 288.187500 9.65302e-005
518 2455063360.000000 288.342500 9.65004e-005
519 2455063440.000000 288.501000 9.656e-005
520 2455063520.000000 288.654500 9.65004e-005
521 2455063600.000000 288.812500 9.65302e-005
522 2455063680.000000 288.965000 9.64408e-005
523 2455063760.000000 289.121500 9.64706e-005
524 2455063840.000000 289.275500 9.65004e-005
525 2455063920.000000 289.428500 9.64408e-005
526 2455064000.000000 289.585000 9.64408e-005
527 2455064080.000000 289.742000 9.64408e-005
528 2455064160.000000 289.896500 9.6411e-005
529 2455064240.000000 290.050000 9.64408e-005
530 2455064320.000000 290.203000 9.64408e-005
531 2455064400.000000 290.359500 9.64706e-005
532 2455064480.000000 290.517000 9.64706e-005
533 2455064560.000000 290.668000 9.64408e-005
534 2455064640.000000 290.824500 9.64408e-005
535 2455064720.000000 290.979500 9.64408e-005
536 2455064800.000000 291.136500 9.64408e-005
537 2455064880.000000 291.291500 9.63514e-005
538 2455064960.000000 291.443500 9.63812e-005
539 2455065040.000000 291.599500 9.64408e-005
540 2455065120.000000 291.756000 9.63812e-005
541 2455065200.000000 291.909500 9.6411e-005
542 2455065280.000000 292.066500 9.6411e-005
543 2455065360.000000 292.218000 9.6411e-005
544 2455065440.000000 292.377500 9.63812e-005
545 2455065520.000000 292.533000 9.63812e-005
546 2455065600.000000 292.685500 9.63812e-005
547 2455065680.000000 292.842500 9.63514e-005
548 2455065760.000000 292.995500 9.63514e-005
549 2455065840.000000 293.152000 9.63812e-005
550 2455065920.000000 293.307000 9.62918e-005
551 2455066000.000000 293.463500 9.63514e-005
552 2455066080.000000 293.619000 9.63514e-005
553 2455066160.000000 293.776000 9.63216e-005
554 2455066240.000000 293.930000 9.62918e-005
555 2455066320.000000 294.087500 9.62918e-005
556 2455066400.000000 294.237500 9.63216e-005
557 2455066480.000000 294.396500 9.6262e-005
558 2455066560.000000 294.549500 9.6262e-005
559 2455066640.000000 294.706500 9.6262e-005
560 2455066720.000000 294.860000 9.6262e-005
561 2455066800.000000 295.014000 9.62322e-005
562 2455066880.000000 295.168500 9.63216e-005
563 2455066960.000000 295.325000 9.62918e-005
564 2455067040.000000 295.476000 9.6262e-005
565 2455067120.000000 295.633000 9.62322e-005
566 2455067200.000000 295.785500 9.62918e-005
567 2455067280.000000 295.943000 9.62024e-005
568 2455067360.000000 296.098500 9.62322e-005
569 2455067440.000000 296.254000 9.62322e-005
570 2455067520.000000 296.411000 9.62024e-005
571 2455067600.000000 296.564000 9.61726e-005
572 2455067680.000000 296.718500 9.62322e-005
573 2455067760.000000 296.874500 9.62322e-005
574 2455067840.000000 297.031000 9.62024e-005
575 2455067920.000000 297.185000 9.61726e-005
576 2455068000.000000 297.339500 9.62024e-005
577 2455068080.000000 297.495000 9.61726e-005
578 2455068160.000000 297.652500 9.61428e-005
579 2455068240.000000 297.802500 9.60534e-005
580 2455068320.000000 297.960000 9.6113e-005
581 2455068400.000000 298.114500 9.60832e-005
582 2455068480.000000 298.269500 9.6113e-005
