        k           c(k)                    s(k)
        8061   6.6761867817317119E-008   6.8360160626203367E-008
        8062  -6.6811515351420726E-008  -6.8368641335000806E-008
        8063   6.6861197147844418E-008   6.8377121757216505E-008
        8064  -6.6910911050381127E-008  -6.8385601565909299E-008
        8065   6.6960665008130129E-008   6.8394087845418815E-008
        8066  -6.7010430218359470E-008  -6.8402561869811704E-008
        8067   6.7060238136565993E-008   6.8411041824532979E-008
        8068  -6.7110075151709508E-008  -6.8419524728772054E-008
        8069   6.7159945973584579E-008   6.8428004394445029E-008
        8070  -6.7209844382292751E-008  -6.8436483125074946E-008
        8071   6.7259781144761194E-008   6.8444976487690807E-008
        8072  -6.7309738150883396E-008  -6.8453440161666342E-008
        8073   6.7359733787501698E-008   6.8461924687749894E-008
        8074  -6.7409758625560528E-008  -6.8470404438614055E-008
        8075   6.7459828499852944E-008   6.8478884827964876E-008
        8076  -6.7509908104175455E-008  -6.8487363242617622E-008
        8077   6.7560026680809130E-008   6.8495845723570616E-008
        8078  -6.7610181014132297E-008  -6.8504328199902199E-008
        8079   6.7660363343141205E-008   6.8512807534405621E-008
        8080  -6.7710579423302755E-008  -6.8521290464394497E-008
        8081   6.7760825536833488E-008   6.8529768322716004E-008
        8082  -6.7811105018935800E-008  -6.8538246247919232E-008
        8083   6.7861421044268847E-008   6.8546724057871769E-008
        8084  -6.7911757042781091E-008  -6.8555210254439818E-008
        8085   6.7962132392356976E-008   6.8563689511761598E-008
        8086  -6.8012537739008377E-008  -6.8572166358088797E-008
        8087   6.8062975371215029E-008   6.8580650281762517E-008
        8088  -6.8113445829119678E-008  -6.8589132714143254E-008
        8089   6.8163949051010893E-008   6.8597609865673364E-008
        8090  -6.8214478815323254E-008  -6.8606090842621105E-008
        8091   6.8265045306787698E-008   6.8614572597876927E-008
        8092  -6.8315642028519215E-008  -6.8623054838313222E-008
        8093   6.8366271544750812E-008   6.8631531946705638E-008
        8094  -6.8416933620705285E-008  -6.8640014053324280E-008
        8095   6.8467623298725899E-008   6.8648493871503844E-008
        8096  -6.8518349872464927E-008  -6.8656973847990477E-008
        8097   6.8569106423120086E-008   6.8665450042590197E-008
        8098  -6.8619901120981451E-008  -6.8673930440967001E-008
        8099   6.8670713374054657E-008   6.8682410322545287E-008
        8100  -6.8721563519092549E-008  -6.8690894016734064E-008
        8101   6.8772458468514168E-008   6.8699374324403804E-008
        8102  -6.8823374936997548E-008  -6.8707855561370330E-008
        8103   6.8874323589846235E-008   6.8716335553523685E-008
        8104  -6.8925304329468481E-008  -6.8724816637170472E-008
        8105   6.8976320772247738E-008   6.8733295437744982E-008
        8106  -6.9027364267660132E-008  -6.8741777369021027E-008
        8107   6.9078457423841729E-008   6.8750263129590725E-008
        8108  -6.9129574286944085E-008  -6.8758734529726466E-008
        8109   6.9180702045261834E-008   6.8767217227668972E-008
        8110  -6.9231876099622213E-008  -6.8775697509372070E-008
        8111   6.9283084627078356E-008   6.8784177982613034E-008
        8112  -6.9334329328113280E-008  -6.8792659271296004E-008
        8113   6.9385596647618072E-008   6.8801137131311576E-008
        8114  -6.9436901996774449E-008  -6.8809618734413176E-008
        8115   6.9488239766733522E-008   6.8818096308321348E-008
        8116  -6.9539613254676071E-008  -6.8826580137547506E-008
        8117   6.9591016588617339E-008   6.8835067004315129E-008
        8118  -6.9642448650907517E-008  -6.8843538297928006E-008
        8119   6.9693923365677279E-008   6.8852020126326818E-008
        8120  -6.9745408442194309E-008  -6.8860500424401368E-008
        8121   6.9796956648049792E-008   6.8868981218769463E-008
        8122  -6.9848522028372420E-008  -6.8877461245441104E-008
        8123   6.9900117952784440E-008   6.8885941943111918E-008
        8124  -6.9951752079222638E-008  -6.8894423378433232E-008
        8125   7.0003417313196546E-008   6.8902902219651770E-008
        8126  -7.0055120617899748E-008  -6.8911397284424384E-008
        8127   7.0106841848083387E-008   6.8919864571422343E-008
        8128  -7.0158603545794629E-008  -6.8928343257640629E-008
        8129   7.0210400100802228E-008   6.8936826333224305E-008
        8130  -7.0262225570959995E-008  -6.8945302768937036E-008
        8131   7.0314088860352810E-008   6.8953776649280114E-008
        8132  -7.0365973121563116E-008  -6.8962276991691406E-008
        8133   7.0417923251226691E-008   6.8970749214289362E-008
        8134  -7.0469869981611523E-008  -6.8979224203324029E-008
        8135   7.0521861062614369E-008   6.8987706801655461E-008
        8136  -7.0573889219380953E-008  -6.8996187067827362E-008
        8137   7.0625944501693269E-008   6.9004668406112582E-008
        8138  -7.0678039212501589E-008  -6.9013144242153091E-008
        8139   7.0730162449319589E-008   6.9021627561885544E-008
        8140  -7.0782314091136754E-008  -6.9030107316571518E-008
        8141   7.0834506698821498E-008   6.9038588171844669E-008
        8142  -7.0886732937082051E-008  -6.9047064460675111E-008
        8143   7.0938992943354591E-008   6.9055548226353469E-008
        8144  -7.0991316156540250E-008  -6.9064017558807247E-008
        8145   7.1043616959063716E-008   6.9072503973191513E-008
        8146  -7.1095961232402237E-008  -6.9080995065908153E-008
        8147   7.1148354127302180E-008   6.9089471017633034E-008
        8148  -7.1200778776078181E-008  -6.9097952554029096E-008
        8149   7.1253236513457653E-008   6.9106432291083232E-008
        8150  -7.1305728068532677E-008  -6.9114911293116058E-008
        8151   7.1358248047051855E-008   6.9123392021022559E-008
        8152  -7.1410806261654712E-008  -6.9131872340984441E-008
        8153   7.1463390688274880E-008   6.9140344575278228E-008
        8154  -7.1516019258152620E-008  -6.9148831328706066E-008
        8155   7.1568676198816169E-008   6.9157312226195340E-008
        8156  -7.1621367817591337E-008  -6.9165795051545154E-008
        8157   7.1674086691806435E-008   6.9174272278630603E-008
        8158  -7.1726822169649457E-008  -6.9182717534789495E-008
        8159   7.1779638065898245E-008   6.9191234130218057E-008
        8160  -7.1832461170593927E-008  -6.9199715470996941E-008
        8161   7.1885318018730863E-008   6.9208194465196406E-008
        8162  -7.1938216573448751E-008  -6.9216676617568380E-008
        8163   7.1991138204434099E-008   6.9225156908026410E-008
        8164  -7.2044095851951542E-008  -6.9233636644917915E-008
        8165   7.2097093821395014E-008   6.9242111585759796E-008
        8166  -7.2150115999548338E-008  -6.9250597801057438E-008
        8167   7.2203176682572611E-008   6.9259075516941884E-008
        8168  -7.2256265300533421E-008  -6.9267558068639070E-008
        8169   7.2309401323133581E-008   6.9276035804716782E-008
        8170  -7.2362559908536604E-008  -6.9284519869756912E-008
        8171   7.2415756394157802E-008   6.9293001102617023E-008
        8172  -7.2468983502351077E-008  -6.9301480434450597E-008
        8173   7.2522244797905411E-008   6.9309962161503611E-008
        8174  -7.2575544462676674E-008  -6.9318441234660099E-008
        8175   7.2628872745350527E-008   6.9326922139359318E-008
        8176  -7.2682237870630440E-008  -6.9335401028797748E-008
        8177   7.2735635138276378E-008   6.9343885751365839E-008
        8178  -7.2789069593880650E-008  -6.9352360956590419E-008
        8179   7.2842527430724900E-008   6.9360849483894984E-008
        8180  -7.2896039047053000E-008  -6.9369325122217674E-008
        8181   7.2949572854444920E-008   6.9377802671677087E-008
        8182  -7.3003142404885714E-008  -6.9386288887991168E-008
        8183   7.3056737157666993E-008   6.9394733801122046E-008
        8184  -7.3110382310311321E-008  -6.9403246846981115E-008
        8185   7.3164049548790871E-008   6.9411726271202266E-008
        8186  -7.3217760440455058E-008  -6.9420200963002908E-008
        8187   7.3271500760944074E-008   6.9428678844960022E-008
        8188  -7.3325268637007286E-008  -6.9437164553366043E-008
        8189   7.3379075409263893E-008   6.9445643879737949E-008
        8190  -7.3432926442698609E-008  -6.9454126712121525E-008
        8191   7.3486795500587868E-008   6.9462608112436661E-008
        8192  -7.3540713339097783E-008  -6.9471084354470226E-008
        8193   7.3594649476236640E-008   6.9479568629371240E-008
        8194  -7.3648646733138448E-008  -6.9488038112908591E-008
        8195   7.3702648294268671E-008   6.9496528499199753E-008
        8196  -7.3756694028343276E-008  -6.9505002166686839E-008
        8197   7.3810776763398773E-008   6.9513490305291373E-008
        8198  -7.3864891787763572E-008  -6.9521973606361995E-008
        8199   7.3919044889620377E-008   6.9530450181909701E-008
        8200  -7.3973222355939452E-008  -6.9538928820517959E-008
        8201   7.4027450550960094E-008   6.9547410086039660E-008
        8202  -7.4081702629131782E-008  -6.9555888386634338E-008
        8203   7.4135995879955508E-008   6.9564368867247877E-008
        8204  -7.4190317590456069E-008  -6.9572852129138143E-008
        8205   7.4244682332039614E-008   6.9581328503430821E-008
        8206  -7.4299070308258674E-008  -6.9589806873915881E-008
        8207   7.4353504069508774E-008   6.9598291271657001E-008
        8208  -7.4407949552000798E-008  -6.9606799553152254E-008
        8209   7.4462466496704241E-008   6.9615241755452439E-008
        8210  -7.4516993057989576E-008  -6.9623733375768961E-008
        8211   7.4571560119870680E-008   6.9632214911771999E-008
        8212  -7.4626165064819235E-008  -6.9640695938471067E-008
        8213   7.4680787924623045E-008   6.9649174093362526E-008
        8214  -7.4735469872618551E-008  -6.9657655815414657E-008
        8215   7.4790173466324184E-008   6.9666134845284373E-008
        8216  -7.4844914487732356E-008  -6.9674615573055349E-008
        8217   7.4899692795483432E-008   6.9683096212097930E-008
        8218  -7.4954501103108621E-008  -6.9691571187214152E-008
        8219   7.5009351181235255E-008   6.9700053039262124E-008
        8220  -7.5064229564099458E-008  -6.9708534832532785E-008
        8221   7.5119164239092822E-008   6.9717035609980198E-008
        8222  -7.5174078342149563E-008  -6.9725494572135064E-008
        8223   7.5229080576694088E-008   6.9733980569914645E-008
        8224  -7.5284105465670112E-008  -6.9742458834500258E-008
        8225   7.5339151449656098E-008   6.9750941484764974E-008
        8226  -7.5394247609156598E-008  -6.9759422966490141E-008
        8227   7.5449370775028683E-008   6.9767898607929913E-008
        8228  -7.5504535336336025E-008  -6.9776379690709338E-008
        8229   7.5559731950345873E-008   6.9784860957925105E-008
        8230  -7.5614966578957225E-008  -6.9793341848394170E-008
        8231   7.5670227819012745E-008   6.9801820835993554E-008
        8232  -7.5725529298744005E-008  -6.9810299489875510E-008
        8233   7.5780852972161499E-008   6.9818791956113672E-008
        8234  -7.5836241539049907E-008  -6.9827261235319571E-008
        8235   7.5891645082402394E-008   6.9835744280423613E-008
        8236  -7.5947091402965149E-008  -6.9844223479415316E-008
        8237   7.6002576328863738E-008   6.9852702924683542E-008
        8238  -7.6058079297390807E-008  -6.9861183749721006E-008
        8239   7.6113630229294039E-008   6.9869664980616000E-008
        8240  -7.6169210743091118E-008  -6.9878143847719866E-008
        8241   7.6224835437754032E-008   6.9886629363137900E-008
        8242  -7.6280491313752941E-008  -6.9895104602392876E-008
        8243   7.6336181617731253E-008   6.9903584144195754E-008
        8244  -7.6391854009375080E-008  -6.9912034565561558E-008
        8245   7.6447669493581174E-008   6.9920546404893345E-008
        8246  -7.6503465084798374E-008  -6.9929024876615783E-008
        8247   7.6559297604192290E-008   6.9937504045073642E-008
        8248  -7.6615164918073376E-008  -6.9945985784947346E-008
        8249   7.6671069888511751E-008   6.9954467511512469E-008
        8250  -7.6727010318547895E-008  -6.9962947965563054E-008
        8251   7.6782996240955031E-008   6.9971431176157005E-008
        8252  -7.6838991887009022E-008  -6.9979907102267610E-008
        8253   7.6895050114208520E-008   6.9988395863082218E-008
        8254  -7.6951123761669928E-008  -6.9996865797823855E-008
        8255   7.7007241509549369E-008   7.0005348685339111E-008
        8256  -7.7063384214387238E-008  -7.0013820585508894E-008
        8257   7.7119584478861148E-008   7.0022309140067591E-008
        8258  -7.7175805185926362E-008  -7.0030793155640998E-008
        8259   7.7232065857252860E-008   7.0039262390367502E-008
        8260  -7.7288365976076006E-008  -7.0047752491906516E-008
        8261   7.7344696963524136E-008   7.0056232576203503E-008
        8262  -7.7401062579942421E-008  -7.0064740399501365E-008
        8263   7.7457468916575180E-008   7.0073194710916801E-008
        8264  -7.7513910032224898E-008  -7.0081674867950201E-008
        8265   7.7570385570107747E-008   7.0090151511829749E-008
        8266  -7.7626901680557061E-008  -7.0098634961544490E-008
        8267   7.7683449950102996E-008   7.0107114077445649E-008
        8268  -7.7740033511432532E-008  -7.0115594075263960E-008
        8269   7.7796654009876676E-008   7.0124071543611497E-008
        8270  -7.7853307838972427E-008  -7.0132553784711866E-008
        8271   7.7909999557383345E-008   7.0141035366657971E-008
