# frequency transmission sigma
1.475999999999999943e+02 9.856521755870301105e-01 1.476772935650669033e-03
1.476500000000000057e+02 9.911657799871030905e-01 1.465133480492035890e-03
1.477000000000000171e+02 9.962135232362349102e-01 1.496623252538149991e-03
1.477500000000000000e+02 1.000690739674799490e+00 1.557557182649584255e-03
1.478000000000000114e+02 1.004513548549438307e+00 1.649138578520796886e-03
1.478499999999999943e+02 1.007617826464580979e+00 1.778262938542824693e-03
1.479000000000000057e+02 1.009957416239833927e+00 1.943968517235140046e-03
1.479500000000000171e+02 1.011502343379687696e+00 2.130714337377344510e-03
1.480000000000000000e+02 1.012237845578654705e+00 2.312035212901224039e-03
1.480500000000000114e+02 1.012164801269685332e+00 2.459504714582969129e-03
1.480999999999999943e+02 1.011301661124236917e+00 2.551166665899319303e-03
1.481500000000000057e+02 1.009687333685048261e+00 2.577003115699208046e-03
1.482000000000000171e+02 1.007383862552815534e+00 2.540966418699851237e-03
1.482500000000000000e+02 1.004477436582077221e+00 2.459438065147818119e-03
1.483000000000000114e+02 1.001076513856022476e+00 2.356171929404782955e-03
1.483499999999999943e+02 9.973066139602341229e-01 2.254712265389968977e-03
1.484000000000000057e+02 9.933023602291560783e-01 2.171095701377282697e-03
1.484500000000000171e+02 9.891981940337820634e-01 2.110928263731761019e-03
1.485000000000000000e+02 9.851194855420186691e-01 2.072945690427511253e-03
1.485500000000000114e+02 9.811754630279754252e-01 2.056271635456105844e-03
1.485999999999999943e+02 9.774546951015251617e-01 2.065683267096923154e-03
1.486500000000000057e+02 9.740231243813914919e-01 2.110851632750069748e-03
1.487000000000000171e+02 9.709241316971066738e-01 2.199727221176881343e-03
1.487500000000000000e+02 9.681799089218875443e-01 2.330640554968723462e-03
1.488000000000000114e+02 9.657934996907985292e-01 2.489036813315094552e-03
1.488499999999999943e+02 9.637511299412735433e-01 2.650722160392882890e-03
1.489000000000000057e+02 9.620247871132341366e-01 2.788647473902132815e-03
1.489500000000000171e+02 9.605753178513507518e-01 2.879779243623333158e-03
1.490000000000000000e+02 9.593564886378654899e-01 2.910580864731424772e-03
1.490500000000000114e+02 9.583203602710708147e-01 2.880557305736266335e-03
1.490999999999999943e+02 9.574238585382178757e-01 2.802866313068812839e-03
1.491500000000000057e+02 9.566356242108411401e-01 2.700518837486111986e-03
1.492000000000000171e+02 9.559414272028325943e-01 2.597823811230335050e-03
1.492500000000000000e+02 9.553462034719103491e-01 2.510444996808060270e-03
1.493000000000000114e+02 9.548715538653511636e-01 2.441084030454795419e-03
1.493499999999999943e+02 9.545491407407230566e-01 2.385134034408934595e-03
1.494000000000000057e+02 9.544119614954814645e-01 2.341851654078136533e-03
1.494500000000000171e+02 9.544860475502178199e-01 2.321610587262276561e-03
1.495000000000000000e+02 9.547845093697949759e-01 2.343099490839004387e-03
1.495500000000000114e+02 9.553045918841546191e-01 2.421558132817049330e-03
1.495999999999999943e+02 9.560273079465579915e-01 2.556575502979776919e-03
1.496500000000000057e+02 9.569187119178867995e-01 2.729226276572087675e-03
1.497000000000000171e+02 9.579319268290861222e-01 2.909147948029219746e-03
1.497500000000000000e+02 9.590093818001769188e-01 3.064089133072390655e-03
1.498000000000000114e+02 9.600851021307229560e-01 3.166504874595936578e-03
1.498499999999999943e+02 9.610871854637392797e-01 3.196813239046096024e-03
1.499000000000000057e+02 9.619407480606022576e-01 3.144780003470008800e-03
1.499500000000000171e+02 9.625716294168910059e-01 3.010118693428230630e-03
1.500000000000000000e+02 9.629110020504717538e-01 2.802678410822964043e-03
1.500500000000000114e+02 9.629007536442043547e-01 2.542115845278267259e-03
1.500999999999999943e+02 9.624991286310392580e-01 2.256661108163745405e-03
1.501500000000000057e+02 9.616857334125173962e-01 1.980328593624320656e-03
1.502000000000000171e+02 9.604647866687856528e-01 1.747659948010799784e-03
1.502500000000000000e+02 9.588656136512669903e-01 1.585637774398604904e-03
1.503000000000000114e+02 9.569399331776600182e-01 1.505887914171716649e-03
1.503499999999999943e+02 9.547563643307221959e-01 1.504555173778878308e-03
1.504000000000000057e+02 9.523934692456975659e-01 1.571249085583675169e-03
1.504500000000000171e+02 9.499331508951365244e-01 1.696192300204410605e-03
1.505000000000000000e+02 9.474560855431941597e-01 1.868370754390105562e-03
1.505500000000000114e+02 9.450401335328755259e-01 2.070507446335206718e-03
1.505999999999999943e+02 9.427616530558136088e-01 2.278246970965529163e-03
1.506500000000000057e+02 9.406987336547780743e-01 2.464028845536035336e-03
1.507000000000000171e+02 9.389348451761325709e-01 2.602422431045401698e-03
1.507500000000000000e+02 9.375613356471959037e-01 2.674600803038851195e-03
1.508000000000000114e+02 9.366775156565452232e-01 2.671271931690713530e-03
1.508499999999999943e+02 9.363875754106266713e-01 2.594100162437147292e-03
1.509000000000000057e+02 9.367941435266312622e-01 2.455699037957723759e-03
1.509500000000000171e+02 9.379888164741886358e-01 2.278047941139412121e-03
1.510000000000000000e+02 9.400404288017121246e-01 2.088852249100465065e-03
1.510500000000000114e+02 9.429822123787959809e-01 1.915295990275308604e-03
1.510999999999999943e+02 9.467993478692744436e-01 1.775910653766570512e-03
1.511500000000000057e+02 9.514187636671680437e-01 1.674626038416403978e-03
1.512000000000000171e+02 9.567033308438551709e-01 1.602845694919443047e-03
1.512500000000000000e+02 9.624526641510890990e-01 1.549819922929010583e-03
1.513000000000000114e+02 9.684122976705730190e-01 1.513438311087453086e-03
1.513499999999999943e+02 9.742918136258167383e-01 1.502888768616238765e-03
1.514000000000000057e+02 9.797905605161268960e-01 1.530472703971038099e-03
1.514500000000000171e+02 9.846273350849860106e-01 1.598475314105659044e-03
1.515000000000000000e+02 9.885686698567127673e-01 1.693455123203122794e-03
1.515500000000000114e+02 9.914500683500263589e-01 1.793307263172169881e-03
1.515999999999999943e+02 9.931860676764462381e-01 1.879198818126891863e-03
1.516500000000000057e+02 9.937679283874364389e-01 1.943473271076111243e-03
1.517000000000000171e+02 9.932509159621213390e-01 1.991078791750428099e-03
1.517500000000000000e+02 9.917353580633921917e-01 2.035432792108977148e-03
1.518000000000000114e+02 9.893463231722109397e-01 2.090624773832075803e-03
1.518499999999999943e+02 9.862160237612092040e-01 2.163425466314884346e-03
1.519000000000000057e+02 9.824715444193486968e-01 2.249563598745887936e-03
1.519500000000000171e+02 9.782289153070327092e-01 2.336265969643568259e-03
1.520000000000000000e+02 9.735933070654211319e-01 2.408723477094185973e-03
1.520500000000000114e+02 9.686642964544277534e-01 2.456590030755806137e-03
1.520999999999999943e+02 9.635446062536876521e-01 2.478129988120592216e-03
1.521500000000000057e+02 9.583502745300077619e-01 2.481185246177210462e-03
1.522000000000000171e+02 9.532197768653162262e-01 2.480603172578788127e-03
1.522500000000000000e+02 9.483193282777850897e-01 2.492296145734876605e-03
1.523000000000000114e+02 9.438417457970614821e-01 2.525952958595706864e-03
1.523499999999999943e+02 9.399972290312172962e-01 2.580597319225400900e-03
1.524000000000000057e+02 9.369963474691015426e-01 2.646260709909203576e-03
1.524500000000000171e+02 9.350280029216077038e-01 2.710439947053908637e-03
1.525000000000000000e+02 9.342371906421075289e-01 2.764631868373293010e-03
1.525500000000000114e+02 9.347079251287130353e-01 2.807196169055692272e-03
1.525999999999999943e+02 9.364552540303292538e-01 2.841851256978143898e-03
1.526500000000000057e+02 9.394274309706202031e-01 2.873545365353176017e-03
1.527000000000000171e+02 9.435163710739371545e-01 2.904459159986951498e-03
1.527500000000000000e+02 9.485726941998717798e-01 2.932344882610363624e-03
1.528000000000000114e+02 9.544214246121407452e-01 2.951650483309652823e-03
1.528499999999999943e+02 9.608753962715476105e-01 2.956193871010092799e-03
1.529000000000000057e+02 9.677448663096829273e-01 2.941705821197846890e-03
1.529500000000000171e+02 9.748431296540843727e-01 2.907222109660510811e-03
1.530000000000000000e+02 9.819887542517480306e-01 2.855172978819326812e-03
1.530500000000000114e+02 9.890054173729027065e-01 2.790518248216859471e-03
1.530999999999999943e+02 9.957203703677037776e-01 2.719396850414819520e-03
1.531500000000000057e+02 1.001962466279417319e+00 2.647696764704499106e-03
1.532000000000000171e+02 1.007560580796502903e+00 2.579854924451380812e-03
1.532500000000000000e+02 1.012343206508377724e+00 2.518121625135037820e-03
1.533000000000000114e+02 1.016140006134025109e+00 2.462458837792296743e-03
1.533499999999999943e+02 1.018786120354246982e+00 2.411145631068225409e-03
1.534000000000000057e+02 1.020129939567705479e+00 2.362003655860216936e-03
1.534500000000000171e+02 1.020044731088351364e+00 2.313933087249296118e-03
1.535000000000000000e+02 1.018443832017191797e+00 2.268207759146699011e-03
1.535500000000000114e+02 1.015298021508239223e+00 2.228821180861842617e-03
1.536000000000000227e+02 1.010652312915294448e+00 2.201319038537540539e-03
1.536500000000000057e+02 1.004638174881902879e+00 2.190269379380666969e-03
1.537000000000000171e+02 9.974767630972405374e-01 2.196692391486009931e-03
1.537500000000000000e+02 9.894697655920196011e-01 2.217389391913128852e-03
1.538000000000000114e+02 9.809771114426264482e-01 2.247053642553102464e-03
1.538500000000000227e+02 9.723844098458028773e-01 2.281910834683464548e-03
1.539000000000000057e+02 9.640661818737509270e-01 2.322415978343241039e-03
1.539500000000000171e+02 9.563522768633913040e-01 2.373143589523839768e-03
1.540000000000000000e+02 9.495037074784342668e-01 2.439769533259086680e-03
1.540500000000000114e+02 9.437010860256971334e-01 2.524911221850030443e-03
1.541000000000000227e+02 9.390453025672939047e-01 2.625439432429004741e-03
1.541500000000000057e+02 9.355674069136658000e-01 2.732840715409642386e-03
1.542000000000000171e+02 9.332434958244676393e-01 2.836065626109393525e-03
1.542500000000000000e+02 9.320106330729577282e-01 2.924997304999833476e-03
1.543000000000000114e+02 9.317808736792836388e-01 2.992934627068656161e-03
1.543500000000000227e+02 9.324517325130335932e-01 3.037405270121473332e-03
1.544000000000000057e+02 9.339125587497618675e-01 3.059357508487159025e-03
1.544500000000000171e+02 9.360471295807293313e-01 3.061245463049108370e-03
1.545000000000000000e+02 9.387333959484897017e-01 3.044905410310335282e-03
1.545500000000000114e+02 9.418417704121985201e-01 3.010359444252073708e-03
1.546000000000000227e+02 9.452336454560228418e-01 2.956460809797412451e-03
1.546500000000000057e+02 9.487618617911929286e-01 2.883440723968868063e-03
1.547000000000000171e+02 9.522744378021846812e-01 2.796237517059160273e-03
1.547500000000000000e+02 9.556219299699517666e-01 2.706589930763804268e-03
1.548000000000000114e+02 9.586674834088527719e-01 2.631794322124494847e-03
1.548500000000000227e+02 9.612974286895834553e-01 2.589306254048768553e-03
1.549000000000000057e+02 9.634297782838787683e-01 2.589338138749452956e-03
1.549500000000000171e+02 9.650184966442764134e-01 2.630446865402988246e-03
1.550000000000000000e+02 9.660527467559488768e-01 2.701668560208673672e-03
1.550500000000000114e+02 9.665518095473554228e-01 2.789180613453963887e-03
1.551000000000000227e+02 9.665573788832173552e-01 2.882350387127289530e-03
1.551500000000000057e+02 9.661251680921447704e-01 2.976110455090268982e-03
1.552000000000000171e+02 9.653173646422209542e-01 3.069882279422600415e-03
1.552500000000000000e+02 9.641967949465121146e-01 3.164777975964277838e-03
1.553000000000000114e+02 9.628230348877638844e-01 3.260814724535260247e-03
1.553500000000000227e+02 9.612502877229193166e-01 3.355267478107391670e-03
1.554000000000000057e+02 9.595266638211567001e-01 3.442509639505747683e-03
1.554500000000000171e+02 9.576944702809431220e-01 3.515043364705019036e-03
1.555000000000000000e+02 9.557911709148013690e-01 3.565127822544432706e-03
1.555500000000000114e+02 9.538507448017770063e-01 3.586471616455322482e-03
1.556000000000000227e+02 9.519052191528446505e-01 3.575660846818713712e-03
1.556500000000000057e+02 9.499861704530633277e-01 3.533149526479182918e-03
1.557000000000000171e+02 9.481259888300075378e-01 3.463679351795879210e-03
1.557500000000000000e+02 9.463587110477116315e-01 3.375973219222517738e-03
1.558000000000000114e+02 9.447202777494119186e-01 3.281568615147410339e-03
1.558500000000000227e+02 9.432481777380606891e-01 3.192829265091787390e-03
1.559000000000000057e+02 9.419805930631568458e-01 3.120523083363331042e-03
1.559500000000000171e+02 9.409553051087415909e-01 3.071720267977020788e-03
1.560000000000000000e+02 9.402086981504907959e-01 3.048801017929895704e-03
1.560500000000000114e+02 9.397751562483297461e-01 3.049855910039736898e-03
1.561000000000000227e+02 9.396869948822960117e-01 3.070030533796517906e-03
1.561500000000000057e+02 9.399748543725642280e-01 3.103037465016081527e-03
1.562000000000000171e+02 9.406682822908631891e-01 3.142339153932503532e-03
1.562500000000000000e+02 9.417961033304818042e-01 3.181988192816446580e-03
1.563000000000000114e+02 9.433861371540077645e-01 3.217339677815434038e-03
1.563500000000000227e+02 9.454638687441720979e-01 3.245747779094461903e-03
1.564000000000000057e+02 9.480497868277144580e-01 3.267126350434506471e-03
1.564500000000000171e+02 9.511552806526136772e-01 3.284099679451475077e-03
1.565000000000000000e+02 9.547772334903393832e-01 3.301496230308557066e-03
1.565500000000000114e+02 9.588917800373376599e-01 3.325162559769083512e-03
1.566000000000000227e+02 9.634480829673418567e-01 3.360434882427336314e-03
1.566500000000000057e+02 9.683633553193831123e-01 3.410910767216986626e-03
1.567000000000000171e+02 9.735205724200987065e-01 3.478127778165650535e-03
1.567500000000000000e+02 9.787702110930878163e-01 3.562253264479131338e-03
1.568000000000000114e+02 9.839368035221531805e-01 3.663201149716391672e-03
1.568500000000000227e+02 9.888301242071764197e-01 3.781248928558732583e-03
1.569000000000000057e+02 9.932596742782129340e-01 3.916543275203326034e-03
1.569500000000000171e+02 9.970501796912156767e-01 4.067675361616282688e-03
1.570000000000000000e+02 1.000055459659382251e+00 4.230225040945972959e-03
1.570500000000000114e+02 1.002168416448507848e+00 4.396278877855554733e-03
1.571000000000000227e+02 1.003325899611731575e+00 4.555346103109334487e-03
1.571500000000000057e+02 1.003508421267569783e+00 4.696309494309472768e-03
1.572000000000000171e+02 1.002735723837945070e+00 4.809617989435801926e-03
1.572500000000000000e+02 1.001059764068629621e+00 4.889004717285692393e-03
1.573000000000000114e+02 9.985567417629223064e-01 4.932365533087947236e-03
1.573500000000000227e+02 9.953195062346185118e-01 4.941781499260688472e-03
1.574000000000000057e+02 9.914512164765446611e-01 4.922884953991343154e-03
1.574500000000000171e+02 9.870606772879074731e-01 4.883849111269729544e-03
1.575000000000000000e+02 9.822594128198798291e-01 4.834263983528953694e-03
1.575500000000000114e+02 9.771602905275885709e-01 4.784082684647653072e-03
1.576000000000000227e+02 9.718773489796330711e-01 4.742713920629518763e-03
1.576500000000000057e+02 9.665263770502774410e-01 4.718241794485406905e-03
1.577000000000000171e+02 9.612257166957176580e-01 4.716727337864211854e-03
1.577500000000000000e+02 9.560967206451979061e-01 4.741618958012005190e-03
1.578000000000000114e+02 9.512633227130832259e-01 4.793428069018187618e-03
1.578500000000000227e+02 9.468503188209878019e-01 4.869889125528211599e-03
1.579000000000000057e+02 9.429802381470352435e-01 4.966711632449168946e-03
1.579500000000000171e+02 9.397690715365769609e-01 5.078774688165056499e-03
1.580000000000000000e+02 9.373215014379774335e-01 5.201382980935246279e-03
1.580500000000000114e+02 9.357264765764157222e-01 5.331163576172239134e-03
1.581000000000000227e+02 9.350538637062552061e-01 5.466359079425672264e-03
1.581500000000000057e+02 9.353524842098370762e-01 5.606547347235195378e-03
1.582000000000000171e+02 9.366492533750251370e-01 5.752036888579184493e-03
1.582500000000000000e+02 9.389486140920797475e-01 5.903256489675890069e-03
1.583000000000000114e+02 9.422311888462013840e-01 6.060373979980365061e-03
1.583500000000000227e+02 9.464506507936462087e-01 6.223203721001559739e-03
1.584000000000000057e+02 9.515282272634919547e-01 6.391277064083924694e-03
1.584500000000000171e+02 9.573449562991754869e-01 6.563828731248985693e-03
1.585000000000000000e+02 9.637327900676165848e-01 6.739458480270058352e-03
1.585500000000000114e+02 9.704668307218209389e-01 6.915412762771190949e-03
1.586000000000000227e+02 9.772622153744102702e-01
