# NO SAMPLE - ONE ARM
FTS 95 GHz source w/rectangular feedhorn and 95 GHz diode detector w/ 
higher gain round feedhorn w/circ-rect waveguide converter

SAMPLE - no sample
25 3014771460.000000 171.898500 0.000140161
26 3014771540.000000 172.053000 0.000140161
27 3014771620.000000 172.209500 0.000140131
28 3014771700.000000 172.363500 0.000140102
29 3014771780.000000 172.520000 0.000140131
30 3014771860.000000 172.675000 0.000140102
31 3014771940.000000 172.830000 0.000140102
32 3014772020.000000 172.987000 0.000140131
33 3014772100.000000 173.143000 0.000140131
34 3014772180.000000 173.295500 0.000140221
35 3014772260.000000 173.450000 0.000140191
36 3014772340.000000 173.602500 0.000140191
37 3014772420.000000 173.757500 0.000140131
38 3014772500.000000 173.914000 0.000140131
39 3014772580.000000 174.066000 0.000140102
40 3014772660.000000 174.222500 0.000140072
41 3014772740.000000 174.380000 0.000140102
42 3014772820.000000 174.532500 0.000140042
43 3014772900.000000 174.687500 0.000140042
44 3014772980.000000 174.843500 0.000140072
45 3014773060.000000 174.995500 0.000140012
46 3014773140.000000 175.153000 0.000140012
47 3014773220.000000 175.307000 0.000139982
48 3014773300.000000 175.460500 0.000140042
49 3014773380.000000 175.617000 0.000139982
50 3014773460.000000 175.771000 0.000140012
51 3014773540.000000 175.927000 0.000140042
52 3014773620.000000 176.082500 0.000139982
53 3014773700.000000 176.238500 0.000139982
54 3014773780.000000 176.394000 0.000140012
55 3014773860.000000 176.549000 0.000140012
56 3014773940.000000 176.707500 0.000139982
57 3014774020.000000 176.862000 0.000139953
58 3014774100.000000 177.019500 0.000139982
59 3014774180.000000 177.172500 0.000139923
60 3014774260.000000 177.325500 0.000139923
61 3014774340.000000 177.484000 0.000139923
62 3014774420.000000 177.636500 0.000139953
63 3014774500.000000 177.793500 0.000139923
64 3014774580.000000 177.950000 0.000139893
65 3014774660.000000 178.101000 0.000139923
66 3014774740.000000 178.259500 0.000139923
67 3014774820.000000 178.415000 0.000139863
68 3014774900.000000 178.567000 0.000139833
69 3014774980.000000 178.723000 0.000139863
70 3014775060.000000 178.878500 0.000139923
71 3014775140.000000 179.033500 0.000139863
72 3014775220.000000 179.189000 0.000139923
73 3014775300.000000 179.340000 0.000139923
74 3014775380.000000 179.496500 0.000139863
75 3014775460.000000 179.651000 0.000139893
76 3014775540.000000 179.806000 0.000139833
77 3014775620.000000 179.959500 0.000139833
78 3014775700.000000 180.113500 0.000139833
79 3014775780.000000 180.265000 0.000139863
80 3014775860.000000 180.420000 0.000139893
81 3014775940.000000 180.575000 0.000139863
82 3014776020.000000 180.732000 0.000139774
83 3014776100.000000 180.886500 0.000139804
84 3014776180.000000 181.042000 0.000139833
85 3014776260.000000 181.198500 0.000139804
86 3014776340.000000 181.351500 0.000139804
87 3014776420.000000 181.509500 0.000139774
88 3014776500.000000 181.666500 0.000139744
89 3014776580.000000 181.823500 0.000139774
90 3014776660.000000 181.979000 0.000139744
91 3014776740.000000 182.134500 0.000139774
92 3014776820.000000 182.289000 0.000139804
93 3014776900.000000 182.444000 0.000139804
94 3014776980.000000 182.601500 0.000139804
95 3014777060.000000 182.755500 0.000139744
96 3014777140.000000 182.911500 0.000139744
97 3014777220.000000 183.069000 0.000139684
98 3014777300.000000 183.223500 0.000139655
99 3014777380.000000 183.377500 0.000139655
100 3014777460.000000 183.534000 0.000139684
101 3014777540.000000 183.685000 0.000139655
102 3014777620.000000 183.841000 0.000139655
103 3014777700.000000 183.996500 0.000139655
104 3014777780.000000 184.149500 0.000139625
105 3014777860.000000 184.307000 0.000139625
106 3014777940.000000 184.462500 0.000139565
107 3014778020.000000 184.616000 0.000139625
108 3014778100.000000 184.771000 0.000139655
109 3014778180.000000 184.925000 0.000139595
110 3014778260.000000 185.081000 0.000139565
111 3014778340.000000 185.234000 0.000139565
112 3014778420.000000 185.389500 0.000139625
113 3014778500.000000 185.545500 0.000139565
114 3014778580.000000 185.698500 0.000139625
115 3014778660.000000 185.857000 0.000139565
116 3014778740.000000 186.012500 0.000139595
117 3014778820.000000 186.163500 0.000139565
118 3014778900.000000 186.322500 0.000139476
119 3014778980.000000 186.476000 0.000139565
120 3014779060.000000 186.634000 0.000139535
121 3014779140.000000 186.791500 0.000139535
122 3014779220.000000 186.942500 0.000139506
123 3014779300.000000 187.102000 0.000139476
124 3014779380.000000 187.253000 0.000139506
125 3014779460.000000 187.408000 0.000139506
126 3014779540.000000 187.564500 0.000139535
127 3014779620.000000 187.719500 0.000139446
128 3014779700.000000 187.876000 0.000139416
129 3014779780.000000 188.028500 0.000139506
130 3014779860.000000 188.185500 0.000139506
131 3014779940.000000 188.342000 0.000139506
132 3014780020.000000 188.497500 0.000139446
133 3014780100.000000 188.651000 0.000139446
134 3014780180.000000 188.802000 0.000139506
135 3014780260.000000 188.957500 0.000139476
136 3014780340.000000 189.114500 0.000139446
137 3014780420.000000 189.269000 0.000139446
138 3014780500.000000 189.424500 0.000139446
139 3014780580.000000 189.581000 0.000139446
140 3014780660.000000 189.733500 0.000139416
141 3014780740.000000 189.889000 0.000139506
142 3014780820.000000 190.042500 0.000139506
143 3014780900.000000 190.196000 0.000139506
144 3014780980.000000 190.353500 0.000139416
145 3014781060.000000 190.507500 0.000139416
146 3014781140.000000 190.663000 0.000139446
147 3014781220.000000 190.817500 0.000139446
148 3014781300.000000 190.970500 0.000139416
149 3014781380.000000 191.127500 0.000139446
150 3014781460.000000 191.281500 0.000139416
151 3014781540.000000 191.438000 0.000139416
152 3014781620.000000 191.593500 0.000139476
153 3014781700.000000 191.751500 0.000139535
154 3014781780.000000 191.906000 0.000139506
155 3014781860.000000 192.062500 0.000139535
156 3014781940.000000 192.220000 0.000139416
157 3014782020.000000 192.374000 0.000139446
158 3014782100.000000 192.529500 0.000139476
159 3014782180.000000 192.685500 0.000139446
160 3014782260.000000 192.838000 0.000139386
161 3014782340.000000 192.996500 0.000139416
162 3014782420.000000 193.152500 0.000139386
163 3014782500.000000 193.306500 0.000139416
164 3014782580.000000 193.463000 0.000139357
165 3014782660.000000 193.614500 0.000139357
166 3014782740.000000 193.771500 0.000139327
167 3014782820.000000 193.926000 0.000139386
168 3014782900.000000 194.081500 0.000139357
169 3014782980.000000 194.235500 0.000139357
170 3014783060.000000 194.392000 0.000139357
171 3014783140.000000 194.544500 0.000139386
172 3014783220.000000 194.697500 0.000139386
173 3014783300.000000 194.853500 0.000139357
174 3014783380.000000 195.009500 0.000139297
175 3014783460.000000 195.164500 0.000139416
176 3014783540.000000 195.317000 0.000139297
177 3014783620.000000 195.475000 0.000139297
178 3014783700.000000 195.631000 0.000139267
179 3014783780.000000 195.784000 0.000139297
180 3014783860.000000 195.939000 0.000139357
181 3014783940.000000 196.091000 0.000139327
182 3014784020.000000 196.249000 0.000139297
183 3014784100.000000 196.404000 0.000139267
184 3014784180.000000 196.558000 0.000139327
185 3014784260.000000 196.716000 0.000139357
186 3014784340.000000 196.871500 0.000139357
187 3014784420.000000 197.028500 0.000139297
188 3014784500.000000 197.183000 0.000139386
189 3014784580.000000 197.339500 0.000139297
190 3014784660.000000 197.494000 0.000139357
191 3014784740.000000 197.646500 0.000139327
192 3014784820.000000 197.806500 0.000139357
193 3014784900.000000 197.959000 0.000139327
194 3014784980.000000 198.115000 0.000139267
195 3014785060.000000 198.272500 0.000139267
196 3014785140.000000 198.424000 0.000139267
197 3014785220.000000 198.582500 0.000139267
198 3014785300.000000 198.738500 0.000139267
199 3014785380.000000 198.889000 0.000139237
200 3014785460.000000 199.044500 0.000139297
201 3014785540.000000 199.200500 0.000139297
202 3014785620.000000 199.354000 0.000139297
203 3014785700.000000 199.510000 0.000139267
204 3014785780.000000 199.666500 0.000139297
205 3014785860.000000 199.820500 0.000139267
206 3014785940.000000 199.975000 0.000139208
207 3014786020.000000 200.131500 0.000139267
208 3014786100.000000 200.285000 0.000139237
209 3014786180.000000 200.439000 0.000139237
210 3014786260.000000 200.596000 0.000139237
211 3014786340.000000 200.748000 0.000139237
212 3014786420.000000 200.904500 0.000139267
213 3014786500.000000 201.058000 0.000139267
214 3014786580.000000 201.211000 0.000139237
215 3014786660.000000 201.367500 0.000139237
216 3014786740.000000 201.520500 0.000139148
217 3014786820.000000 201.676500 0.000139208
218 3014786900.000000 201.832000 0.000139237
219 3014786980.000000 201.986500 0.000139178
220 3014787060.000000 202.145000 0.000139118
221 3014787140.000000 202.302500 0.000139118
222 3014787220.000000 202.455000 0.000139118
223 3014787300.000000 202.613000 0.000139148
224 3014787380.000000 202.764500 0.000139118
225 3014787460.000000 202.922000 0.000139088
226 3014787540.000000 203.078000 0.000139059
227 3014787620.000000 203.231500 0.000139029
228 3014787700.000000 203.386500 0.000139029
229 3014787780.000000 203.542500 0.000139059
230 3014787860.000000 203.698500 0.000139059
231 3014787940.000000 203.853000 0.000139088
232 3014788020.000000 204.007000 0.000139029
233 3014788100.000000 204.161500 0.000139029
234 3014788180.000000 204.317000 0.000139029
235 3014788260.000000 204.474000 0.000139029
236 3014788340.000000 204.627500 0.000139029
237 3014788420.000000 204.783000 0.000139029
238 3014788500.000000 204.936500 0.000138969
239 3014788580.000000 205.092000 0.000138969
240 3014788660.000000 205.247000 0.000138999
241 3014788740.000000 205.403500 0.000138969
242 3014788820.000000 205.555500 0.000138939
243 3014788900.000000 205.710500 0.000138969
244 3014788980.000000 205.867500 0.000138969
245 3014789060.000000 206.019500 0.000138939
246 3014789140.000000 206.176500 0.000138939
247 3014789220.000000 206.332500 0.000138939
248 3014789300.000000 206.484000 0.00013888
249 3014789380.000000 206.641500 0.00013885
250 3014789460.000000 206.798000 0.00013888
251 3014789540.000000 206.953500 0.00013888
252 3014789620.000000 207.109000 0.00013885
253 3014789700.000000 207.264500 0.00013888
254 3014789780.000000 207.422000 0.00013885
255 3014789860.000000 207.574500 0.00013882
256 3014789940.000000 207.732500 0.00013891
257 3014790020.000000 207.887500 0.00013888
258 3014790100.000000 208.038500 0.00013885
259 3014790180.000000 208.199000 0.00013888
260 3014790260.000000 208.349500 0.00013888
261 3014790340.000000 208.508000 0.00013888
262 3014790420.000000 208.663000 0.00013882
263 3014790500.000000 208.818000 0.00013888
264 3014790580.000000 208.972000 0.00013879
265 3014790661.000000 209.126500 0.00013879
266 3014790740.000000 209.279500 0.00013879
267 3014790820.000000 209.435500 0.00013885
268 3014790900.000000 209.591000 0.00013882
269 3014790980.000000 209.744500 0.00013885
270 3014791060.000000 209.899500 0.00013882
271 3014791140.000000 210.051000 0.00013879
272 3014791220.000000 210.207500 0.000138761
273 3014791300.000000 210.362500 0.00013879
274 3014791380.000000 210.519500 0.00013879
275 3014791460.000000 210.672000 0.000138701
276 3014791540.000000 210.827000 0.000138731
277 3014791620.000000 210.982000 0.000138701
278 3014791700.000000 211.137000 0.000138731
279 3014791780.000000 211.290000 0.000138761
280 3014791860.000000 211.446000 0.000138731
281 3014791940.000000 211.601000 0.000138701
282 3014792020.000000 211.755000 0.000138641
283 3014792100.000000 211.911000 0.000138671
284 3014792180.000000 212.067500 0.000138671
285 3014792260.000000 212.224500 0.000138671
286 3014792340.000000 212.378000 0.000138641
287 3014792420.000000 212.536500 0.000138612
288 3014792500.000000 212.692000 0.000138582
289 3014792580.000000 212.846000 0.000138641
290 3014792660.000000 213.003500 0.000138641
291 3014792740.000000 213.155500 0.000138582
292 3014792820.000000 213.313000 0.000138552
293 3014792900.000000 213.468500 0.000138582
294 3014792980.000000 213.624500 0.000138582
295 3014793060.000000 213.778000 0.000138552
296 3014793140.000000 213.933500 0.000138582
297 3014793220.000000 214.089500 0.000138522
298 3014793300.000000 214.242000 0.000138522
299 3014793380.000000 214.398000 0.000138552
300 3014793460.000000 214.555500 0.000138522
301 3014793540.000000 214.706500 0.000138463
302 3014793620.000000 214.864000 0.000138522
303 3014793700.000000 215.020500 0.000138522
304 3014793780.000000 215.171500 0.000138463
305 3014793860.000000 215.326500 0.000138463
306 3014793940.000000 215.483000 0.000138463
307 3014794020.000000 215.639500 0.000138463
308 3014794100.000000 215.793000 0.000138463
309 3014794180.000000 215.948500 0.000138492
310 3014794260.000000 216.102000 0.000138433
311 3014794340.000000 216.257500 0.000138433
312 3014794420.000000 216.412000 0.000138433
313 3014794500.000000 216.566500 0.000138373
314 3014794580.000000 216.719500 0.000138343
315 3014794660.000000 216.876500 0.000138403
316 3014794740.000000 217.032000 0.000138373
317 3014794820.000000 217.186000 0.000138403
318 3014794900.000000 217.346500 0.000138373
319 3014794980.000000 217.496000 0.000138403
320 3014795060.000000 217.653500 0.000138284
321 3014795140.000000 217.809000 0.000138373
322 3014795220.000000 217.963500 0.000138314
323 3014795300.000000 218.119500 0.000138314
324 3014795380.000000 218.274500 0.000138373
325 3014795460.000000 218.431000 0.000138373
326 3014795540.000000 218.585500 0.000138284
327 3014795620.000000 218.738500 0.000138284
328 3014795700.000000 218.897000 0.000138373
329 3014795780.000000 219.049000 0.000138343
330 3014795860.000000 219.203500 0.000138314
331 3014795940.000000 219.360500 0.000138284
332 3014796020.000000 219.511000 0.000138314
333 3014796100.000000 219.668500 0.000138314
334 3014796180.000000 219.824000 0.000138284
335 3014796260.000000 219.981000 0.000138254
336 3014796340.000000 220.134000 0.000138224
337 3014796420.000000 220.288000 0.000138284
338 3014796500.000000 220.445500 0.000138254
339 3014796580.000000 220.599000 0.000138254
340 3014796660.000000 220.754000 0.000138284
341 3014796740.000000 220.909500 0.000138164
342 3014796820.000000 221.062000 0.000138224
343 3014796900.000000 221.217500 0.000138194
344 3014796980.000000 221.373000 0.000138194
345 3014797060.000000 221.525000 0.000138194
346 3014797140.000000 221.682500 0.000138224
347 3014797220.000000 221.838000 0.000138164
348 3014797300.000000 221.993000 0.000138164
349 3014797380.000000 222.148000 0.000138164
350 3014797460.000000 222.304500 0.000138164
351 3014797540.000000 222.461500 0.000138135
352 3014797620.000000 222.615000 0.000138135
353 3014797700.000000 222.771500 0.000138164
354 3014797780.000000 222.925500 0.000138135
355 3014797860.000000 223.081000 0.000138135
356 3014797940.000000 223.238000 0.000138135
357 3014798020.000000 223.391000 0.000138135
358 3014798100.000000 223.546000 0.000138135
359 3014798180.000000 223.705000 0.000138105
360 3014798260.000000 223.857500 0.000138075
361 3014798340.000000 224.014000 0.000138164
362 3014798420.000000 224.170000 0.000138164
363 3014798500.000000 224.321000 0.000138164
364 3014798580.000000 224.475500 0.000138075
365 3014798660.000000 224.629500 0.000138105
366 3014798740.000000 224.788500 0.000138135
367 3014798820.000000 224.942500 0.000138105
368 3014798900.000000 225.096500 0.000138075
369 3014798980.000000 225.251000 0.000138075
370 3014799060.000000 225.405000 0.000138015
371 3014799140.000000 225.561500 0.000138075
372 3014799220.000000 225.716500 0.000138135
373 3014799300.000000 225.867000 0.000138105
374 3014799380.000000 226.025000 0.000138105
375 3014799460.000000 226.181000 0.000138105
376 3014799540.000000 226.337000 0.000138105
377 3014799620.000000 226.490500 0.000138105
378 3014799700.000000 226.646000 0.000138015
379 3014799780.000000 226.802000 0.000138075
380 3014799860.000000 226.956000 0.000138015
381 3014799940.000000 227.111000 0.000137986
382 3014800020.000000 227.269000 0.000138015
383 3014800100.000000 227.424500 0.000138075
384 3014800180.000000 227.579500 0.000138045
385 3014800260.000000 227.737500 0.000138075
386 3014800340.000000 227.892000 0.000138075
387 3014800420.000000 228.047000 0.000138015
388 3014800500.000000 228.202500 0.000138015
389 3014800580.000000 228.354500 0.000137986
390 3014800660.000000 228.512500 0.000137956
391 3014800740.000000 228.666500 0.000137956
392 3014800820.000000 228.821500 0.000137896
393 3014800900.000000 228.978000 0.000137956
394 3014800980.000000 229.132000 0.000137956
395 3014801060.000000 229.286000 0.000138015
396 3014801140.000000 229.441500 0.000137956
397 3014801220.000000 229.594000 0.000137956
398 3014801300.000000 229.751000 0.000137896
399 3014801380.000000 229.905500 0.000137956
400 3014801460.000000 230.059500 0.000137926
401 3014801540.000000 230.215000 0.000137866
402 3014801620.000000 230.371500 0.000137926
403 3014801700.000000 230.526500 0.000137896
404 3014801780.000000 230.678500 0.000137926
405 3014801860.000000 230.836000 0.000137956
406 3014801940.000000 230.992500 0.000137896
407 3014802020.000000 231.146000 0.000137926
408 3014802100.000000 231.302500 0.000137896
409 3014802180.000000 231.456000 0.000137807
410 3014802261.000000 231.613500 0.000137896
411 3014802340.000000 231.765000 0.000137866
412 3014802420.000000 231.919000 0.000137807
413 3014802500.000000 232.075000 0.000137866
414 3014802580.000000 232.230500 0.000137866
415 3014802660.000000 232.386500 0.000137866
416 3014802740.000000 232.541000 0.000137866
417 3014802820.000000 232.695500 0.000137837
418 3014802900.000000 232.853000 0.000137866
419 3014802980.000000 233.006000 0.000137747
420 3014803060.000000 233.162500 0.000137807
421 3014803140.000000 233.319000 0.000137807
422 3014803220.000000 233.471000 0.000137837
423 3014803300.000000 233.629000 0.000137837
424 3014803380.000000 233.785500 0.000137837
425 3014803460.000000 233.939500 0.000137837
426 3014803540.000000 234.096000 0.000137866
427 3014803620.000000 234.250500 0.000137777
428 3014803700.000000 234.404000 0.000137807
429 3014803780.000000 234.558500 0.000137747
430 3014803860.000000 234.714500 0.000137717
431 3014803940.000000 234.867500 0.000137747
432 3014804020.000000 235.024000 0.000137777
433 3014804100.000000 235.179000 0.000137717
434 3014804180.000000 235.336000 0.000137747
435 3014804260.000000 235.492000 0.000137837
436 3014804340.000000 235.646000 0.000137807
437 3014804420.000000 235.800000 0.000137837
438 3014804500.000000 235.957000 0.000137777
439 3014804580.000000 236.110000 0.000137777
440 3014804660.000000 236.264500 0.000137777
441 3014804740.000000 236.422500 0.000137747
442 3014804820.000000 236.574500 0.000137717
443 3014804900.000000 236.730000 0.000137717
444 3014804980.000000 236.888000 0.000137837
445 3014805060.000000 237.041500 0.000137837
446 3014805140.000000 237.193000 0.000137807
447 3014805220.000000 237.350500 0.000137807
448 3014805300.000000 237.506500 0.000137747
449 3014805380.000000 237.665000 0.000137837
450 3014805460.000000 237.819000 0.000137747
451 3014805540.000000 237.976000 0.000137717
452 3014805620.000000 238.133000 0.000137688
453 3014805700.000000 238.288000 0.000137688
454 3014805780.000000 238.441500 0.000137747
455 3014805860.000000 238.593000 0.000137807
456 3014805940.000000 238.747500 0.000137747
457 3014806020.000000 238.905000 0.000137717
458 3014806100.000000 239.057500 0.000137717
459 3014806180.000000 239.213500 0.000137747
460 3014806260.000000 239.369000 0.000137717
461 3014806340.000000 239.523500 0.000137717
462 3014806420.000000 239.677000 0.000137688
463 3014806500.000000 239.831500 0.000137688
464 3014806580.000000 239.992000 0.000137717
465 3014806660.000000 240.144500 0.000137717
466 3014806740.000000 240.299500 0.000137717
467 3014806820.000000 240.457500 0.000137717
468 3014806900.000000 240.608500 0.000137688
469 3014806980.000000 240.766000 0.000137717
470 3014807060.000000 240.922000 0.000137658
471 3014807140.000000 241.073500 0.000137688
472 3014807220.000000 241.232500 0.000137658
473 3014807300.000000 241.387000 0.000137598
474 3014807380.000000 241.541500 0.000137658
475 3014807460.000000 241.697500 0.000137688
476 3014807540.000000 241.853000 0.000137717
477 3014807620.000000 242.006000 0.000137717
478 3014807700.000000 242.161500 0.000137688
479 3014807780.000000 242.318000 0.000137717
480 3014807860.000000 242.473000 0.000137688
481 3014807940.000000 242.628000 0.000137658
482 3014808020.000000 242.786000 0.000137688
483 3014808100.000000 242.939000 0.000137688
484 3014808180.000000 243.095000 0.000137658
485 3014808260.000000 243.250000 0.000137628
486 3014808340.000000 243.403500 0.000137688
487 3014808420.000000 243.561000 0.000137658
488 3014808500.000000 243.718000 0.000137717
489 3014808580.000000 243.869500 0.000137688
490 3014808660.000000 244.027500 0.000137688
491 3014808740.000000 244.180000 0.000137688
492 3014808820.000000 244.338000 0.000137628
493 3014808900.000000 244.493500 0.000137658
494 3014808980.000000 244.644000 0.000137628
495 3014809060.000000 244.801000 0.000137658
496 3014809140.000000 244.957000 0.000137598
497 3014809220.000000 245.111000 0.000137658
498 3014809300.000000 245.267000 0.000137688
499 3014809380.000000 245.425000 0.000137688
500 3014809460.000000 245.578500 0.000137658
501 3014809540.000000 245.732000 0.000137688
502 3014809620.000000 245.887500 0.000137628
503 3014809700.000000 246.043000 0.000137628
504 3014809780.000000 246.198500 0.000137598
505 3014809860.000000 246.356500 0.000137688
506 3014809940.000000 246.508500 0.000137658
507 3014810020.000000 246.663500 0.000137628
508 3014810100.000000 246.819000 0.000137628
509 3014810180.000000 246.972000 0.000137658
510 3014810260.000000 247.128000 0.000137658
511 3014810340.000000 247.283000 0.000137688
512 3014810420.000000 247.439000 0.000137598
513 3014810500.000000 247.597000 0.000137568
514 3014810580.000000 247.750500 0.000137598
515 3014810660.000000 247.907000 0.000137568
516 3014810740.000000 248.064500 0.000137628
517 3014810820.000000 248.216000 0.000137539
518 3014810900.000000 248.373000 0.000137598
519 3014810980.000000 248.529000 0.000137628
520 3014811060.000000 248.680500 0.000137598
521 3014811140.000000 248.838500 0.000137598
522 3014811220.000000 248.993000 0.000137688
523 3014811300.000000 249.150500 0.000137628
524 3014811380.000000 249.303500 0.000137568
525 3014811460.000000 249.458500 0.000137688
526 3014811540.000000 249.616000 0.000137658
527 3014811620.000000 249.767000 0.000137598
528 3014811700.000000 249.923000 0.000137598
529 3014811780.000000 250.076500 0.000137539
530 3014811860.000000 250.232500 0.000137598
531 3014811940.000000 250.391000 0.000137598
532 3014812020.000000 250.542500 0.000137568
533 3014812100.000000 250.700000 0.000137568
534 3014812180.000000 250.857000 0.000137568
535 3014812260.000000 251.007000 0.000137568
536 3014812340.000000 251.165000 0.000137598
537 3014812420.000000 251.319500 0.000137628
538 3014812500.000000 251.474500 0.000137568
539 3014812580.000000 251.631000 0.000137568
540 3014812660.000000 251.786000 0.000137568
541 3014812740.000000 251.941000 0.000137568
542 3014812820.000000 252.096000 0.000137628
543 3014812900.000000 252.251000 0.000137598
544 3014812980.000000 252.404500 0.000137539
545 3014813060.000000 252.559000 0.000137509
546 3014813140.000000 252.714500 0.000137479
547 3014813220.000000 252.872000 0.000137509
548 3014813300.000000 253.023500 0.000137539
549 3014813380.000000 253.180500 0.000137658
550 3014813460.000000 253.336500 0.000137539
551 3014813540.000000 253.495000 0.000137539
552 3014813620.000000 253.645500 0.000137568
553 3014813700.000000 253.798000 0.000137598
554 3014813780.000000 253.954500 0.000137539
555 3014813860.000000 254.110500 0.000137568
556 3014813940.000000 254.265000 0.000137539
557 3014814020.000000 254.419500 0.000137509
558 3014814100.000000 254.574500 0.000137539
559 3014814180.000000 254.728500 0.000137568
560 3014814260.000000 254.884500 0.000137568
561 3014814340.000000 255.039500 0.000137568
562 3014814420.000000 255.194500 0.000137568
563 3014814500.000000 255.350000 0.000137539
564 3014814580.000000 255.508000 0.000137568
565 3014814660.000000 255.662000 0.000137598
566 3014814740.000000 255.820000 0.000137568
567 3014814820.000000 255.972500 0.000137509
568 3014814900.000000 256.129000 0.000137568
569 3014814980.000000 256.285000 0.000137568
570 3014815060.000000 256.440500 0.000137598
571 3014815140.000000 256.595000 0.000137568
572 3014815220.000000 256.751000 0.000137539
573 3014815300.000000 256.904000 0.000137568
574 3014815380.000000 257.060500 0.000137539
575 3014815460.000000 257.215000 0.000137568
576 3014815540.000000 257.368500 0.000137539
577 3014815620.000000 257.527000 0.000137539
578 3014815700.000000 257.682500 0.000137539
579 3014815780.000000 257.838000 0.000137479
580 3014815860.000000 257.993000 0.000137509
581 3014815940.000000 258.149500 0.000137539
582 3014816020.000000 258.304500 0.000137598
583 3014816100.000000 258.460000 0.000137539
584 3014816180.000000 258.614000 0.000137449
585 3014816260.000000 258.769000 0.000137509
586 3014816340.000000 258.924000 0.000137568
587 3014816420.000000 259.079000 0.000137479
588 3014816500.000000 259.235500 0.000137539
589 3014816580.000000 259.386500 0.000137449
590 3014816660.000000 259.545500 0.000137479
591 3014816740.000000 259.696500 0.000137479
592 3014816820.000000 259.851000 0.000137479
593 3014816900.000000 260.008500 0.000137509
594 3014816980.000000 260.163000 0.000137479
595 3014817060.000000 260.316500 0.000137509
596 3014817140.000000 260.471500 0.000137479
597 3014817220.000000 260.625500 0.000137419
598 3014817300.000000 260.785500 0.000137449
599 3014817380.000000 260.939000 0.000137479
600 3014817460.000000 261.094000 0.000137449
601 3014817540.000000 261.249000 0.000137479
602 3014817620.000000 261.404000 0.000137449
603 3014817700.000000 261.562500 0.000137479
604 3014817780.000000 261.713000 0.000137479
605 3014817860.000000 261.869500 0.000137479
606 3014817940.000000 262.022500 0.000137449
607 3014818020.000000 262.179000 0.000137449
608 3014818100.000000 262.333500 0.000137509
609 3014818180.000000 262.489000 0.000137479
610 3014818260.000000 262.643500 0.000137449
611 3014818340.000000 262.800500 0.000137419
612 3014818420.000000 262.955000 0.000137419
613 3014818500.000000 263.111500 0.000137568
614 3014818580.000000 263.267000 0.000137509
615 3014818660.000000 263.420500 0.000137449
616 3014818740.000000 263.577500 0.000137479
617 3014818820.000000 263.730000 0.000137449
618 3014818900.000000 263.886000 0.000137419
619 3014818980.000000 264.041000 0.000137449
620 3014819060.000000 264.196000 0.000137419
621 3014819140.000000 264.349500 0.000137479
622 3014819220.000000 264.505000 0.000137449
623 3014819300.000000 264.661000 0.00013739
624 3014819380.000000 264.817500 0.000137419
625 3014819460.000000 264.969000 0.000137449
626 3014819540.000000 265.125500 0.000137449
627 3014819620.000000 265.279500 0.000137479
628 3014819700.000000 265.438000 0.000137419
629 3014819780.000000 265.593500 0.000137419
630 3014819860.000000 265.747500 0.000137449
631 3014819940.000000 265.904500 0.000137449
632 3014820020.000000 266.057500 0.000137419
633 3014820100.000000 266.215500 0.00013739
634 3014820180.000000 266.367500 0.00013736
635 3014820260.000000 266.521500 0.00013739
636 3014820340.000000 266.681000 0.00013736
